,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,year_birth,role_department,remote_work
421,26,no,travel_rarely,652,n/a,7,3,n/a,14170,3,male,100,4,1,laboratory technician,1,single,3578,23577,0,no,12,4,0,8,2,3,7,0,7,1997,n/a,yes
422,29,yes,n/a,337,n/a,14,1,other,14210,3,female,84,3,3,healthcare representative,4,single,6477,22930,0,yes,12,1,0,11,1,3,8,7,7,1994,n/a,yes
423,54,no,n/a,971,research & development,1,3,n/a,14220,4,female,54,3,4,research director,4,n/a,17328,5652,6,n/a,19,4,0,29,3,2,20,12,7,1969,research director  -  research & development,no
424,55,no,n/a,1136,n/a,1,4,n/a,14240,2,male,81,4,4,research director,4,divorced,6477,12414,2,no,13,4,2,31,4,4,7,0,0,1968,n/a,yes
425,40,no,non_travel,663,n/a,9,4,other,20855,3,male,81,3,2,laboratory technician,3,n/a,6477,23099,3,no,11,3,2,11,2,2,8,0,7,1983,n/a,yes
426,31,no,n/a,326,n/a,8,2,n/a,20856,1,male,31,3,3,sales executive,4,divorced,10793,8386,1,n/a,18,1,1,13,5,3,13,9,9,1992,n/a,yes
427,46,yes,n/a,377,n/a,9,3,marketing,14570,1,male,52,3,3,sales executive,4,divorced,6477,15986,4,no,11,1,1,28,1,4,7,4,3,1977,n/a,yes
428,45,no,travel_rarely,1038,n/a,20,3,medical,14600,2,male,95,1,3,healthcare representative,1,n/a,10851,19863,2,yes,18,2,1,11,2,3,7,0,7,1978,n/a,no
429,49,no,travel_rarely,1490,n/a,7,4,life sciences,14840,3,male,35,3,3,healthcare representative,2,divorced,10466,20948,3,n/a,14,2,2,29,3,3,8,0,7,1974,n/a,no
430,29,no,travel_rarely,1246,n/a,19,3,n/a,14970,3,male,77,2,2,sales executive,3,n/a,6477,23757,1,n/a,14,3,2,10,3,3,10,0,4,1994,n/a,yes
431,29,yes,n/a,224,n/a,1,4,technical degree,15220,1,male,100,2,1,research scientist,1,single,2362,7568,6,no,13,3,0,11,2,1,9,0,7,1994,n/a,yes
432,29,no,n/a,441,n/a,8,1,other,15440,3,female,39,1,2,healthcare representative,1,n/a,6477,7288,3,no,13,3,1,9,3,3,7,0,7,1994,n/a,yes
433,40,no,travel_rarely,898,human resources,6,2,n/a,20857,3,male,38,3,4,manager,4,single,6477,17381,1,yes,21,4,0,21,2,3,21,7,7,1983,manager  -  human resources,yes
434,48,no,n/a,802,sales,16,4,life sciences,20858,3,female,96,3,2,sales executive,3,divorced,6439,13693,8,no,14,3,1,18,2,2,8,7,7,1975,sales executive  -  sales,yes
435,53,yes,n/a,607,n/a,2,5,n/a,15720,3,female,78,2,3,manufacturing director,4,married,6477,14618,0,n/a,16,2,1,11,4,3,33,1,9,1970,n/a,yes
436,44,no,n/a,1313,n/a,7,3,medical,16080,2,female,31,3,5,research director,4,n/a,6477,3549,0,yes,14,4,1,11,4,2,22,1,10,1979,n/a,no
437,45,no,n/a,1015,n/a,5,5,n/a,16110,3,female,50,1,2,laboratory technician,1,n/a,5769,23447,1,n/a,14,1,0,10,3,3,10,1,4,1978,n/a,no
438,45,no,non_travel,802,n/a,26,3,marketing,16120,1,male,52,2,2,sales executive,1,n/a,4385,24162,1,n/a,15,1,1,10,2,2,10,4,5,1978,n/a,no
439,34,no,travel_frequently,426,n/a,10,4,n/a,16150,3,male,42,4,2,manufacturing director,4,n/a,6477,17000,1,n/a,13,1,1,9,3,2,9,7,2,1989,n/a,yes
440,39,no,n/a,1387,research & development,10,5,medical,20859,2,male,76,3,2,manufacturing director,1,n/a,6477,3835,2,n/a,13,4,3,11,3,3,7,7,7,1984,manufacturing director  -  research & development,no
441,27,no,n/a,1302,research & development,36,3,n/a,16190,36,male,0,2,1,laboratory technician,1,divorced,4066,16290,1,no,11,1,2,7,3,3,7,0,7,1996,laboratory technician  -  research & development,yes
442,45,no,travel_rarely,1329,n/a,2,2,n/a,16350,4,female,59,2,2,manufacturing director,4,divorced,6477,5388,1,n/a,19,1,2,10,3,3,10,3,9,1978,n/a,yes
443,44,no,n/a,602,n/a,1,5,n/a,16420,1,male,37,3,2,human resources,4,married,6477,10503,4,yes,11,3,0,14,3,3,10,0,2,1979,n/a,yes
444,25,no,n/a,772,n/a,2,1,life sciences,16530,4,male,77,4,2,manufacturing director,3,divorced,5206,4973,1,n/a,17,3,2,7,6,3,7,0,7,1998,n/a,no
445,49,no,n/a,809,n/a,1,3,n/a,20860,3,male,36,3,4,manager,3,single,6477,22384,4,n/a,14,1,0,23,2,3,8,0,0,1974,n/a,yes
446,48,yes,travel_frequently,802,n/a,7,2,n/a,16910,4,female,95,3,1,sales representative,3,n/a,2655,11740,2,n/a,11,3,2,19,3,3,9,7,7,1975,n/a,no
447,26,no,n/a,786,n/a,7,3,medical,16930,4,male,76,3,1,laboratory technician,4,n/a,2570,11925,1,no,20,3,0,7,5,3,7,5,7,1997,n/a,yes
448,44,no,travel_rarely,921,n/a,2,3,life sciences,17030,3,female,96,4,3,healthcare representative,4,n/a,6477,14810,1,n/a,19,2,1,11,2,3,8,6,7,1979,n/a,yes
449,36,no,n/a,530,n/a,2,4,n/a,20861,3,female,51,3,2,sales representative,4,single,4502,7439,3,n/a,15,3,0,17,2,2,13,6,7,1987,n/a,yes
450,46,no,n/a,717,research & development,13,4,n/a,17270,3,male,34,3,2,healthcare representative,2,single,6477,9697,6,no,14,4,0,19,3,3,10,0,9,1977,healthcare representative  -  research & development,yes
451,35,no,n/a,1370,n/a,27,4,life sciences,17280,4,male,49,3,2,manufacturing director,3,married,6477,5151,2,n/a,16,2,1,17,3,3,7,0,7,1988,n/a,yes
452,30,no,travel_frequently,1312,n/a,2,4,n/a,17450,4,female,78,2,1,research scientist,1,n/a,4968,26427,0,n/a,16,4,0,10,2,2,9,0,7,1993,n/a,no
453,30,no,n/a,979,n/a,15,2,marketing,17540,3,male,94,2,3,sales executive,1,n/a,6477,3088,2,no,11,1,1,11,2,3,7,1,7,1993,n/a,yes
454,33,no,non_travel,1283,n/a,2,3,marketing,17560,4,female,62,3,2,sales executive,2,n/a,5147,10697,8,no,15,4,0,13,2,2,11,1,7,1990,n/a,yes
455,32,no,n/a,953,n/a,5,4,n/a,17640,2,male,65,3,1,research scientist,2,single,2718,17674,2,no,14,2,0,12,3,3,7,0,7,1991,n/a,yes
456,43,no,travel_rarely,244,n/a,2,3,life sciences,20862,2,male,97,3,1,human resources,4,n/a,3539,5033,0,no,13,2,0,11,5,3,9,1,8,1980,n/a,no
457,31,no,travel_rarely,196,n/a,29,4,marketing,20863,1,female,91,2,2,sales executive,4,n/a,5468,13402,1,n/a,14,1,2,11,3,3,12,5,7,1992,n/a,yes
458,35,yes,n/a,303,n/a,27,3,n/a,20864,3,male,84,3,2,sales executive,4,n/a,5813,13492,1,n/a,18,4,0,11,2,3,10,7,7,1988,n/a,no
459,35,no,non_travel,1180,research & development,2,2,medical,20865,2,male,90,3,2,manufacturing director,4,divorced,6477,24442,2,no,14,3,1,15,6,3,7,1,7,1988,manufacturing director  -  research & development,no
460,30,no,n/a,1092,n/a,10,3,medical,20866,1,female,64,3,3,manufacturing director,3,single,9667,2739,9,no,14,2,0,9,3,3,7,0,2,1993,n/a,no
461,46,yes,travel_rarely,261,n/a,19,2,medical,20867,4,female,66,3,2,healthcare representative,2,married,6477,10842,4,no,22,4,1,13,2,4,9,3,7,1977,n/a,no
462,45,no,non_travel,589,n/a,2,4,n/a,20868,3,female,67,3,2,sales executive,3,married,5154,19665,4,n/a,22,2,2,10,3,4,8,5,7,1978,n/a,no
463,43,no,travel_frequently,1422,n/a,2,4,life sciences,20869,1,male,92,3,2,sales executive,4,married,5675,19246,1,n/a,20,3,1,7,5,3,7,7,7,1980,n/a,no
464,46,yes,n/a,802,n/a,10,3,life sciences,20870,3,female,64,3,3,sales executive,2,n/a,7314,14011,5,n/a,21,3,3,14,2,3,8,0,7,1977,n/a,yes
465,40,no,travel_rarely,1137,research & development,1,4,n/a,20871,1,male,98,3,4,manager,1,n/a,6477,18991,2,n/a,11,1,1,22,3,2,19,11,16,1983,manager  -  research & development,yes
466,27,no,travel_rarely,511,sales,2,2,n/a,20872,1,female,89,4,2,sales executive,3,single,6477,26997,0,no,14,2,0,9,5,2,8,0,7,1996,sales executive  -  sales,no
467,42,no,n/a,1396,n/a,6,3,medical,20873,3,male,83,3,3,research director,1,married,6477,14842,9,no,13,2,1,18,3,4,13,5,7,1981,n/a,yes
468,26,no,travel_frequently,1096,n/a,6,3,other,20874,3,male,61,4,1,laboratory technician,4,married,6477,7102,0,no,18,1,1,8,3,3,7,7,7,1997,n/a,yes
469,28,no,travel_frequently,802,n/a,1,2,life sciences,20875,3,male,42,2,2,sales executive,4,married,6477,19255,1,n/a,12,3,1,7,2,3,7,0,7,1995,n/a,yes
470,47,no,n/a,1169,n/a,14,4,n/a,19340,3,male,64,3,2,research scientist,2,married,6477,2125,8,n/a,18,3,1,11,4,4,8,1,7,1976,n/a,no
471,34,no,travel_rarely,1239,n/a,13,4,medical,19510,4,male,39,3,3,sales executive,3,divorced,6477,22914,1,no,18,3,1,9,2,2,8,1,1,1989,n/a,yes
472,26,no,n/a,157,research & development,1,3,medical,19520,3,male,95,3,1,laboratory technician,1,single,6477,20006,0,no,13,4,0,8,6,2,7,7,6,1997,laboratory technician  -  research & development,yes
473,27,no,travel_rarely,954,n/a,9,3,n/a,19650,4,male,44,3,2,sales executive,4,n/a,6477,5099,1,n/a,14,1,0,11,5,2,7,0,7,1996,n/a,no
474,31,yes,travel_frequently,754,sales,26,4,marketing,19670,1,male,63,3,2,sales executive,4,n/a,6477,21075,1,yes,11,3,0,10,4,3,10,0,8,1992,sales executive  -  sales,yes
475,33,no,travel_frequently,1303,n/a,7,2,life sciences,20876,4,male,0,3,2,healthcare representative,3,divorced,6477,18079,1,n/a,20,3,3,9,2,3,9,2,8,1990,n/a,yes
476,31,no,n/a,697,n/a,10,3,n/a,19790,3,female,40,3,3,research director,3,married,6477,26862,4,no,20,3,1,13,2,4,11,4,8,1992,n/a,yes
477,35,no,n/a,1395,n/a,9,4,medical,20080,2,male,48,3,2,research scientist,3,n/a,5098,18698,1,no,19,2,0,10,5,3,10,0,8,1988,n/a,yes
478,33,no,travel_rarely,501,n/a,15,2,n/a,20090,2,female,95,3,2,healthcare representative,4,married,6477,21653,0,yes,13,1,1,11,6,3,9,8,1,1990,n/a,yes
479,39,no,travel_rarely,116,n/a,24,1,life sciences,20140,1,male,52,3,2,research scientist,4,single,6477,5340,7,no,13,1,0,11,2,3,7,1,7,1984,n/a,no
480,36,no,travel_rarely,557,n/a,46,3,n/a,20877,46,female,94,2,3,sales executive,4,married,6477,12695,0,no,19,3,2,10,2,3,9,3,4,1987,n/a,yes
481,41,no,travel_rarely,582,n/a,28,4,life sciences,20340,1,female,60,2,4,manufacturing director,2,married,13570,5640,0,no,23,3,1,21,3,3,20,0,10,1982,n/a,yes
482,34,no,n/a,704,sales,28,3,marketing,20350,4,female,95,2,2,sales executive,3,married,6712,8978,1,no,21,4,2,8,2,3,8,1,7,1989,sales executive  -  sales,no
483,38,no,travel_rarely,802,n/a,10,2,n/a,20878,1,female,100,3,2,sales executive,4,married,6477,5982,1,no,11,3,1,10,1,3,10,1,9,1985,n/a,yes
484,39,no,travel_rarely,613,n/a,6,1,n/a,20620,4,male,42,2,3,healthcare representative,1,n/a,9991,21457,4,n/a,15,1,1,11,5,3,7,1,7,1984,n/a,yes
485,34,no,travel_rarely,419,n/a,7,4,n/a,280,1,female,53,3,3,research director,2,single,6477,21293,0,no,11,3,0,11,4,3,12,2,11,1989,n/a,no
486,44,no,travel_rarely,477,n/a,7,4,medical,20879,1,female,42,2,3,healthcare representative,4,married,10248,2094,3,n/a,14,4,1,24,4,3,22,5,17,1979,n/a,yes
487,46,no,n/a,1211,n/a,5,4,n/a,620,1,male,98,3,2,sales executive,4,single,6477,20445,4,n/a,21,3,0,14,4,3,9,0,8,1977,n/a,yes
488,41,no,travel_frequently,857,research & development,10,3,life sciences,1990,4,male,91,2,4,manager,1,divorced,6477,12888,4,n/a,13,2,1,11,2,2,7,7,7,1982,manager  -  research & development,no
489,39,no,n/a,505,research & development,2,4,n/a,3430,3,female,64,3,3,healthcare representative,3,single,10938,6420,0,no,25,4,0,20,1,3,19,11,8,1984,healthcare representative  -  research & development,no
490,42,no,travel_rarely,269,n/a,2,3,medical,3510,4,female,56,2,1,laboratory technician,1,divorced,2593,8007,0,yes,11,3,1,10,4,3,9,7,8,1981,n/a,yes
491,33,no,travel_frequently,553,research & development,5,4,n/a,4280,4,female,74,3,3,manager,2,married,11878,23364,6,n/a,11,2,2,12,2,3,10,8,8,1990,manager  -  research & development,yes
492,35,no,travel_rarely,1296,n/a,5,4,technical degree,4640,3,male,62,3,3,manufacturing director,2,single,8095,18264,0,no,13,4,0,17,5,3,16,0,13,1988,n/a,yes
493,33,yes,travel_rarely,1277,n/a,15,1,medical,20880,2,male,56,3,3,manager,3,married,6477,24619,7,n/a,12,4,0,15,2,4,7,7,7,1990,n/a,yes
494,40,no,travel_rarely,302,n/a,6,3,life sciences,20881,2,female,75,3,4,manufacturing director,3,single,6477,20364,7,no,15,3,0,22,3,3,20,5,13,1983,n/a,no
495,41,no,travel_rarely,427,n/a,10,4,human resources,7310,2,male,73,2,5,manager,4,divorced,6477,8861,3,no,15,2,3,23,2,2,21,12,6,1982,n/a,no
496,27,no,n/a,975,n/a,7,3,n/a,7640,4,female,55,2,2,healthcare representative,1,n/a,6477,23398,8,no,19,1,0,11,2,1,7,0,7,1996,n/a,no
497,52,no,travel_rarely,621,n/a,3,4,marketing,20882,3,male,31,2,4,manager,1,n/a,16856,10084,1,n/a,11,1,0,11,3,4,34,1,16,1971,n/a,yes
498,51,no,travel_rarely,1318,n/a,26,4,marketing,8510,1,female,66,3,4,manager,3,married,6477,5594,2,no,14,3,1,11,2,2,20,4,17,1972,n/a,no
499,47,no,travel_rarely,249,n/a,2,2,marketing,9030,3,female,35,3,2,sales executive,4,n/a,4537,17783,0,n/a,22,1,1,8,2,3,7,7,7,1976,n/a,yes
500,50,no,non_travel,881,research & development,2,4,n/a,9050,1,male,98,3,4,manager,1,divorced,17924,4544,1,n/a,11,4,1,31,3,3,31,14,7,1973,manager  -  research & development,no
501,35,no,travel_rarely,1137,research & development,21,1,life sciences,9420,4,female,51,3,2,healthcare representative,4,married,4014,19170,1,n/a,25,4,1,10,2,1,10,0,7,1988,healthcare representative  -  research & development,yes
502,39,no,travel_rarely,466,n/a,1,1,n/a,10260,4,female,65,2,4,manufacturing director,4,married,12742,7060,1,no,16,3,1,11,3,3,21,11,8,1984,n/a,yes
503,39,no,travel_frequently,945,n/a,22,3,medical,20883,4,female,82,3,3,manufacturing director,1,single,6477,5083,1,n/a,13,3,0,11,2,3,21,2,8,1984,n/a,no
504,41,no,n/a,509,n/a,7,2,n/a,10850,2,female,43,4,1,research scientist,3,n/a,3376,18863,1,no,13,3,0,11,3,3,10,0,8,1982,n/a,no
505,44,yes,n/a,1376,human resources,1,2,medical,20884,2,male,91,2,3,human resources,1,married,10482,2326,9,no,14,4,1,24,1,3,20,3,6,1979,human resources  -  human resources,yes
506,42,no,n/a,469,n/a,2,2,medical,11090,4,male,35,3,4,manager,1,n/a,6477,14399,0,no,17,4,1,23,3,3,22,13,7,1981,n/a,no
507,52,no,travel_rarely,994,n/a,7,4,life sciences,11180,2,male,87,3,3,healthcare representative,2,single,6477,15322,7,n/a,19,4,0,18,4,2,8,4,0,1971,n/a,yes
508,38,no,n/a,433,n/a,1,3,n/a,11520,3,male,37,4,1,human resources,3,n/a,6477,6004,1,no,13,4,1,7,2,4,7,5,0,1985,n/a,yes
509,46,no,n/a,991,human resources,1,2,life sciences,20885,4,female,44,3,1,human resources,1,n/a,6477,22957,6,n/a,12,3,0,10,3,4,7,5,7,1977,human resources  -  human resources,yes
510,35,no,n/a,482,n/a,4,4,life sciences,13500,3,male,87,3,2,research scientist,3,single,4249,2690,1,n/a,11,2,0,11,3,3,9,1,1,1988,n/a,no
511,28,no,travel_rarely,1083,research & development,29,1,life sciences,15140,3,male,96,1,2,manufacturing director,2,married,6549,3173,1,n/a,14,2,2,8,2,2,8,1,7,1995,manufacturing director  -  research & development,yes
512,44,no,n/a,136,n/a,28,3,life sciences,15230,4,male,32,3,4,research director,1,married,6477,22074,3,no,13,3,1,11,1,4,20,14,17,1979,n/a,yes
513,50,no,n/a,333,n/a,22,5,n/a,15390,3,male,88,1,4,research director,4,n/a,14411,24450,1,n/a,13,4,0,11,2,3,32,13,9,1973,n/a,no
514,55,no,travel_rarely,685,n/a,23,5,marketing,20886,3,male,60,2,5,manager,4,n/a,19586,23037,1,no,21,3,1,36,3,3,36,2,13,1968,n/a,yes
515,39,no,n/a,1462,sales,6,3,n/a,15880,4,male,38,4,3,sales executive,3,married,8237,4658,2,no,11,1,1,11,3,3,7,7,6,1984,sales executive  -  sales,yes
516,49,no,n/a,722,research & development,13,4,n/a,16170,13,female,84,3,1,laboratory technician,1,n/a,3211,22102,1,n/a,14,4,1,10,3,2,9,1,4,1974,laboratory technician  -  research & development,yes
517,45,no,n/a,802,n/a,28,2,technical degree,17190,4,female,48,2,4,research director,2,single,16704,17119,1,n/a,11,3,0,21,2,3,21,8,6,1978,n/a,no
518,46,no,n/a,1277,n/a,2,3,n/a,20887,3,male,74,3,3,sales executive,4,n/a,6477,5596,4,n/a,12,2,1,11,5,2,10,0,3,1977,n/a,no
519,27,no,n/a,1131,n/a,15,3,n/a,18700,4,female,77,2,1,research scientist,1,married,4774,23844,0,no,19,4,1,11,2,2,7,7,3,1996,n/a,no
520,42,no,travel_rarely,300,n/a,2,3,n/a,20310,1,male,56,3,5,manager,3,married,6477,17312,5,n/a,11,1,0,24,2,2,22,4,14,1981,n/a,yes
521,49,no,n/a,1023,sales,2,3,n/a,20650,4,male,63,2,2,sales executive,2,married,6477,13243,2,n/a,14,4,0,17,3,2,9,0,8,1974,sales executive  -  sales,yes
522,29,no,travel_rarely,153,n/a,15,2,life sciences,150,4,female,49,2,2,laboratory technician,3,single,6477,12682,0,yes,12,4,0,10,3,3,9,0,8,1994,n/a,yes
523,34,no,non_travel,1065,n/a,12,4,marketing,600,12,male,72,3,2,sales executive,3,n/a,4568,10034,0,no,20,3,0,11,2,3,9,8,7,1989,n/a,no
524,37,no,n/a,1115,n/a,1,4,n/a,20888,1,male,51,2,2,manufacturing director,3,divorced,5993,2689,1,no,18,3,1,11,2,2,7,0,7,1986,n/a,no
525,36,no,n/a,1195,n/a,11,3,n/a,850,2,male,95,2,2,manufacturing director,2,single,6499,22656,1,no,13,3,0,6,3,3,6,0,3,1987,n/a,yes
526,45,no,n/a,1316,n/a,29,3,n/a,20889,3,male,83,3,1,research scientist,4,single,3452,9752,5,n/a,13,2,0,9,2,2,6,0,3,1978,n/a,yes
527,29,no,travel_rarely,665,n/a,15,3,n/a,3460,3,male,60,3,1,research scientist,4,n/a,6477,22673,1,no,19,1,0,6,1,3,6,1,5,1994,n/a,no
528,26,no,n/a,1479,n/a,1,3,n/a,3840,3,female,84,3,2,manufacturing director,2,n/a,6397,26767,1,no,20,1,1,6,6,1,6,1,4,1997,n/a,no
529,28,no,n/a,304,n/a,9,4,life sciences,4980,2,male,92,3,2,sales executive,4,single,6477,20750,1,no,16,4,0,11,1,3,7,0,7,1995,n/a,yes
530,42,no,travel_frequently,1368,n/a,30,4,technical degree,5510,4,female,0,2,2,healthcare representative,4,married,6477,4386,0,no,11,4,3,7,4,4,6,0,4,1981,n/a,yes
531,31,no,travel_rarely,828,sales,2,1,life sciences,6040,2,male,77,3,2,sales executive,4,n/a,6477,8346,4,yes,13,3,0,10,2,4,6,0,5,1992,sales executive  -  sales,yes
532,37,no,travel_rarely,799,n/a,47,3,n/a,20890,47,female,59,3,3,manufacturing director,4,single,6477,23848,4,n/a,17,4,0,11,3,4,6,1,2,1986,n/a,yes
533,37,no,non_travel,142,n/a,9,4,n/a,6260,1,male,69,3,3,sales executive,2,divorced,6477,24666,1,no,13,4,1,9,6,3,9,7,7,1986,n/a,no
534,37,no,travel_rarely,446,n/a,1,4,life sciences,20891,2,female,65,3,2,manufacturing director,2,married,6477,15701,6,n/a,12,2,1,8,2,2,6,4,3,1986,n/a,no
535,24,no,travel_rarely,691,n/a,23,3,medical,20892,2,male,89,4,1,research scientist,4,n/a,2725,21630,1,n/a,11,2,2,11,3,3,6,1,4,1999,n/a,yes
536,50,no,n/a,1246,n/a,3,3,n/a,6440,1,male,99,3,5,manager,2,married,6477,7999,1,no,11,3,1,11,2,3,32,10,7,1973,n/a,no
537,34,no,n/a,254,n/a,1,2,life sciences,6490,2,male,83,2,1,research scientist,4,n/a,3622,22794,1,yes,13,4,1,6,3,3,6,1,3,1989,n/a,yes
538,27,no,travel_frequently,1410,n/a,3,1,medical,7140,4,female,71,4,2,sales executive,4,n/a,6477,16673,1,n/a,20,2,2,11,3,3,6,0,4,1996,n/a,no
539,25,no,n/a,883,sales,42,1,n/a,7810,42,female,32,3,2,sales executive,4,single,6180,22807,1,no,23,2,0,6,5,2,6,1,4,1998,sales executive  -  sales,no
540,34,no,n/a,304,sales,25,3,other,20893,4,male,60,3,2,sales executive,4,single,6274,18686,1,no,22,3,0,6,5,3,6,1,4,1989,sales executive  -  sales,yes
541,34,no,n/a,121,research & development,2,4,n/a,8040,3,female,86,2,1,research scientist,1,n/a,4381,7530,1,n/a,11,3,0,6,3,3,6,1,3,1989,research scientist  -  research & development,yes
542,35,no,n/a,950,n/a,7,3,other,20894,3,male,59,3,3,manufacturing director,3,single,6477,18869,3,no,21,2,0,17,3,4,8,1,6,1988,n/a,no
543,35,no,n/a,1343,n/a,16,1,medical,8560,16,female,53,2,1,research scientist,1,n/a,2559,17852,1,n/a,11,4,0,6,3,2,6,1,1,1988,n/a,no
544,33,no,n/a,827,research & development,1,4,n/a,9980,3,female,84,4,2,healthcare representative,2,married,5488,20161,1,yes,13,1,1,11,2,3,6,1,2,1990,healthcare representative  -  research & development,yes
545,29,no,n/a,1107,n/a,28,4,life sciences,11200,3,female,93,3,1,research scientist,4,divorced,2514,26968,4,no,22,1,1,11,1,3,7,1,7,1994,n/a,no
546,29,no,travel_frequently,490,research & development,10,3,n/a,11430,4,female,61,3,1,research scientist,2,divorced,6477,17940,0,no,14,4,2,8,2,2,7,1,1,1994,research scientist  -  research & development,yes
547,34,no,n/a,1400,n/a,9,1,life sciences,20895,2,female,70,3,2,sales executive,3,married,6477,5829,1,n/a,20,1,0,11,3,2,6,1,3,1989,n/a,no
548,28,no,travel_rarely,1179,n/a,19,4,medical,20896,4,male,78,2,1,laboratory technician,1,married,3196,12449,1,n/a,12,3,3,6,2,3,6,3,3,1995,n/a,no
549,44,no,n/a,1117,n/a,2,1,life sciences,20897,1,female,72,4,1,research scientist,4,married,6477,19982,1,n/a,13,4,1,10,5,3,10,7,7,1979,n/a,no
550,31,no,travel_rarely,1332,research & development,11,2,n/a,12510,3,male,80,3,2,healthcare representative,1,married,6477,17089,1,yes,12,4,0,6,2,2,6,0,1,1992,healthcare representative  -  research & development,no
551,26,no,n/a,583,research & development,4,2,life sciences,20898,3,male,53,3,1,research scientist,4,n/a,6477,9973,1,yes,20,2,0,11,2,2,8,2,2,1997,research scientist  -  research & development,no
552,47,no,travel_rarely,465,n/a,1,3,n/a,14380,1,male,74,3,1,research scientist,4,n/a,3420,10205,7,no,12,3,1,17,2,2,6,1,2,1976,n/a,yes
553,37,no,n/a,1413,research & development,5,2,n/a,20899,3,male,84,4,1,laboratory technician,3,single,6477,25470,0,no,14,1,0,7,2,1,6,1,3,1986,laboratory technician  -  research & development,no
554,32,no,n/a,1200,n/a,1,4,n/a,15740,4,male,0,3,2,research scientist,1,married,4087,25174,4,n/a,14,2,1,9,3,2,6,1,2,1991,n/a,yes
555,32,no,n/a,977,n/a,2,3,medical,16710,4,male,45,3,2,research scientist,2,divorced,6477,25518,0,no,13,3,2,10,4,2,9,1,6,1991,n/a,yes
556,33,no,non_travel,530,n/a,16,3,life sciences,20900,3,female,36,3,2,sales executive,4,n/a,5368,16130,1,yes,25,3,1,7,2,3,6,1,2,1990,n/a,no
557,47,yes,n/a,1093,sales,9,3,n/a,20901,3,male,82,1,4,sales executive,3,married,12936,24164,7,no,11,3,0,25,3,1,23,14,10,1976,sales executive  -  sales,yes
558,41,yes,n/a,1102,n/a,1,2,n/a,20902,2,female,94,3,2,sales executive,4,n/a,6477,19479,8,yes,11,1,0,8,0,1,6,0,5,1982,n/a,no
559,35,no,travel_rarely,809,research & development,16,3,medical,20903,1,male,84,4,1,laboratory technician,2,married,6477,16479,0,n/a,13,3,1,6,5,3,5,0,3,1988,laboratory technician  -  research & development,no
560,29,no,travel_rarely,1328,n/a,2,3,life sciences,940,3,male,76,3,1,research scientist,2,married,6477,4956,0,no,23,4,1,11,3,3,5,0,4,1994,n/a,no
561,32,no,travel_rarely,548,n/a,1,3,life sciences,20904,2,male,66,3,2,research scientist,2,n/a,6477,7346,1,no,17,2,2,10,3,3,10,0,9,1991,n/a,yes
562,35,no,travel_rarely,1214,n/a,1,3,medical,20905,2,male,30,2,1,research scientist,3,single,6477,26278,1,no,18,1,0,6,3,3,6,0,4,1988,n/a,no
563,56,no,n/a,802,n/a,13,3,n/a,1120,4,male,0,1,3,manufacturing director,4,n/a,6477,21698,4,no,11,1,0,37,3,2,6,0,2,1967,n/a,yes
564,28,no,n/a,120,n/a,4,3,medical,1290,2,male,43,3,2,sales executive,3,n/a,4221,8863,1,n/a,15,2,0,5,3,4,5,0,4,1995,n/a,yes
565,25,yes,travel_rarely,240,n/a,5,3,n/a,1420,3,male,46,2,2,sales executive,3,single,6477,26959,1,yes,11,4,0,11,1,3,6,0,3,1998,n/a,yes
566,56,yes,n/a,441,n/a,14,4,life sciences,1610,2,female,72,3,1,research scientist,2,n/a,4963,4510,9,n/a,18,1,3,7,2,3,5,4,3,1967,n/a,yes
567,26,no,n/a,841,research & development,6,3,n/a,1640,3,female,46,2,1,research scientist,2,married,6477,23300,1,n/a,19,3,0,5,3,2,5,4,3,1997,research scientist  -  research & development,no
568,32,yes,n/a,1033,n/a,9,3,medical,1900,1,female,41,3,1,laboratory technician,1,n/a,4200,10224,7,no,22,1,0,11,2,4,5,0,4,1991,n/a,no
569,30,no,travel_rarely,802,n/a,18,3,life sciences,1940,1,female,75,3,1,research scientist,3,single,6477,23910,1,no,14,3,0,11,4,2,5,0,4,1993,n/a,yes
570,50,no,travel_rarely,1452,n/a,11,3,n/a,2260,3,female,53,3,5,manager,2,n/a,6477,17053,3,n/a,15,2,0,11,5,3,5,4,4,1973,n/a,no
571,32,no,n/a,120,n/a,6,5,life sciences,2310,3,male,43,3,1,research scientist,3,n/a,6477,12430,3,no,20,1,0,8,2,2,5,1,4,1991,n/a,no
572,45,no,travel_rarely,1268,n/a,4,2,n/a,2400,3,female,30,3,2,sales executive,1,n/a,5006,6319,4,n/a,11,1,1,9,3,4,5,0,3,1978,n/a,no
573,43,no,n/a,802,n/a,7,3,n/a,2620,4,male,37,4,1,research scientist,4,divorced,6477,5228,4,no,14,4,3,7,3,4,5,2,2,1980,n/a,yes
574,29,yes,n/a,121,n/a,27,3,marketing,2830,2,female,35,3,3,sales executive,4,married,7639,24525,1,n/a,22,4,3,10,3,2,10,1,9,1994,n/a,yes
