age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,year_birth,role_department,remote_work
28,no,travel_rarely,857,n/a,10,3,other,1097,3,female,59,3,2,research scientist,3,single,3660,7909,3,no,13,4,0,11,4,4,8,1,7,1995,n/a,yes
35,yes,n/a,1204,n/a,4,3,technical degree,1100,4,male,86,3,3,sales executive,1,n/a,6477,10333,0,n/a,22,1,0,9,2,3,8,4,7,1988,n/a,yes
33,yes,travel_frequently,827,research & development,36,4,medical,1101,36,female,54,2,2,research scientist,3,single,6477,3129,1,no,22,2,0,14,4,3,13,3,8,1990,research scientist  -  research & development,yes
25,yes,n/a,1219,research & development,4,1,technical degree,1106,4,male,32,3,1,laboratory technician,4,married,6477,4605,1,n/a,15,2,1,7,3,4,7,5,6,1998,laboratory technician  -  research & development,yes
38,no,n/a,770,sales,10,4,n/a,1119,3,male,0,2,3,sales executive,3,n/a,8740,5569,0,yes,14,2,2,9,2,2,8,2,7,1985,sales executive  -  sales,yes
28,no,n/a,950,n/a,12,3,n/a,1000,12,female,93,3,3,manufacturing director,2,n/a,6477,8039,0,n/a,17,2,3,11,3,2,9,1,7,1995,n/a,yes
43,no,travel_frequently,1082,n/a,27,3,life sciences,1126,3,female,83,3,3,manufacturing director,1,married,6477,11535,8,no,11,3,1,18,1,3,8,0,1,1980,n/a,no
39,yes,travel_frequently,203,research & development,2,3,life sciences,1000,1,male,84,3,4,healthcare representative,4,n/a,6477,13547,7,no,11,4,3,21,4,3,18,11,5,1984,healthcare representative  -  research & development,no
40,no,travel_rarely,1308,n/a,14,3,n/a,1128,3,male,44,2,5,research director,3,n/a,6477,17544,1,no,14,1,0,11,2,2,20,4,9,1983,n/a,yes
29,no,travel_rarely,718,n/a,8,1,medical,1000,2,male,79,2,2,manufacturing director,4,married,6477,17689,1,n/a,15,3,1,10,2,2,10,1,2,1994,n/a,yes
40,no,n/a,593,n/a,32,4,n/a,1000,2,female,88,3,3,research director,3,n/a,13499,13782,9,no,17,3,0,20,3,2,18,2,13,1983,n/a,no
26,no,travel_rarely,1384,n/a,3,4,n/a,1177,1,male,82,4,1,laboratory technician,4,n/a,6477,13421,1,n/a,22,2,1,8,2,3,8,0,7,1997,n/a,yes
35,no,travel_rarely,819,n/a,2,3,n/a,1182,3,male,44,2,3,manufacturing director,2,divorced,6477,19588,2,no,18,2,1,15,2,4,7,6,4,1988,n/a,yes
53,no,n/a,1223,research & development,7,2,medical,1201,4,female,50,3,5,manager,3,divorced,6477,18640,3,no,18,2,1,26,6,3,7,4,7,1970,manager  -  research & development,no
35,no,n/a,1361,n/a,17,4,life sciences,1218,3,male,94,3,2,sales executive,1,n/a,6477,21026,3,n/a,15,4,3,15,2,3,7,1,7,1988,n/a,yes
33,no,n/a,1146,n/a,25,3,medical,1220,2,female,0,3,2,sales executive,3,n/a,6477,4905,1,no,12,1,1,11,3,2,10,0,1,1990,n/a,yes
36,no,n/a,802,research & development,6,4,life sciences,1000,3,male,60,1,1,laboratory technician,3,divorced,6477,6865,1,no,14,3,1,11,4,3,7,1,7,1987,laboratory technician  -  research & development,yes
30,no,travel_rarely,853,n/a,7,4,life sciences,1224,3,male,49,3,2,laboratory technician,3,divorced,3491,11309,1,n/a,13,1,3,11,4,2,10,8,9,1993,n/a,yes
60,no,n/a,802,n/a,29,4,n/a,1000,29,male,52,4,2,sales executive,4,divorced,5220,10893,0,n/a,18,2,1,12,3,3,11,1,9,1963,n/a,yes
32,no,n/a,1316,n/a,2,2,life sciences,1235,4,female,38,3,2,research scientist,3,single,6477,2338,4,yes,14,4,0,10,2,3,8,0,7,1991,n/a,no
36,no,n/a,363,n/a,1,3,technical degree,1237,3,female,0,1,3,manufacturing director,1,divorced,10252,4235,2,yes,21,3,1,17,2,3,7,7,7,1987,n/a,yes
27,no,travel_rarely,1103,n/a,14,3,n/a,1000,1,male,42,3,1,research scientist,1,n/a,6477,14377,1,n/a,14,4,2,11,3,2,9,6,8,1996,n/a,yes
43,no,n/a,920,research & development,3,3,life sciences,1255,3,male,96,1,5,research director,4,n/a,19740,18625,3,no,14,2,1,11,2,3,8,0,7,1980,research director  -  research & development,yes
29,no,travel_rarely,694,n/a,1,3,n/a,1264,4,female,0,2,4,research director,4,divorced,6477,3423,3,no,14,2,2,9,2,2,7,1,7,1994,n/a,yes
59,no,n/a,1429,n/a,24,4,n/a,1283,24,male,67,3,3,manufacturing director,4,single,6477,20002,6,no,12,4,0,11,6,2,9,5,4,1964,n/a,no
43,no,travel_rarely,531,n/a,4,4,marketing,1293,4,female,56,2,3,sales executive,4,single,6477,20364,3,no,14,4,0,23,3,4,21,15,17,1980,n/a,yes
44,yes,travel_rarely,621,n/a,15,3,medical,1295,1,female,73,3,3,healthcare representative,4,married,6477,14075,1,n/a,11,4,1,11,2,3,10,0,5,1979,n/a,yes
29,yes,n/a,806,research & development,7,3,technical degree,1000,2,female,39,3,1,laboratory technician,3,divorced,6477,17285,3,yes,13,1,2,10,2,3,7,7,7,1994,laboratory technician  -  research & development,yes
32,no,travel_rarely,604,n/a,8,3,n/a,1000,3,male,56,4,2,sales executive,4,married,6209,11693,1,n/a,15,3,2,11,4,4,10,0,8,1991,n/a,no
36,no,travel_rarely,325,n/a,10,4,technical degree,1000,4,female,63,3,3,healthcare representative,3,married,7094,5747,3,no,12,1,0,11,0,3,7,1,7,1987,n/a,yes
52,yes,n/a,1030,sales,5,3,n/a,1000,2,male,64,3,3,sales executive,2,single,6477,21534,9,yes,19,3,0,11,2,2,8,7,7,1971,sales executive  -  sales,yes
39,no,travel_rarely,524,n/a,33,2,n/a,1322,1,male,32,3,2,manufacturing director,3,single,4534,13352,0,n/a,11,1,0,11,6,2,8,1,7,1984,n/a,yes
34,no,n/a,943,n/a,9,3,n/a,1344,4,male,86,3,3,healthcare representative,4,n/a,8500,5494,0,n/a,11,4,1,10,0,2,9,1,6,1989,n/a,yes
38,no,n/a,1009,n/a,2,2,life sciences,1355,2,female,31,3,2,sales executive,1,n/a,6477,19461,3,n/a,15,4,1,11,3,3,7,1,7,1985,n/a,yes
36,no,travel_frequently,607,sales,12,3,marketing,1362,12,female,83,4,2,sales executive,1,married,4639,2261,2,no,16,4,1,11,2,2,15,6,13,1987,sales executive  -  sales,yes
35,no,n/a,817,n/a,1,3,n/a,1369,4,female,60,2,2,laboratory technician,4,n/a,5363,10846,0,no,12,2,1,10,0,3,9,0,0,1988,n/a,no
55,yes,n/a,802,n/a,13,4,n/a,1000,1,male,85,4,4,sales executive,3,n/a,6477,9277,6,n/a,17,3,0,11,2,2,19,3,8,1968,n/a,yes
34,no,n/a,802,n/a,29,3,n/a,1377,2,male,86,3,2,laboratory technician,3,n/a,6477,17491,4,n/a,13,1,2,10,1,3,8,7,7,1989,n/a,no
43,no,n/a,930,n/a,6,3,medical,1402,1,female,73,2,2,research scientist,3,single,4081,20003,1,yes,14,1,0,20,3,1,20,1,8,1980,n/a,no
42,no,travel_rarely,1147,n/a,10,3,human resources,1408,3,female,31,3,4,manager,1,married,6477,16616,0,n/a,14,3,1,21,5,3,20,0,9,1981,n/a,no
26,no,travel_rarely,652,n/a,7,3,n/a,1417,3,male,100,4,1,laboratory technician,1,single,3578,23577,0,no,12,4,0,8,2,3,7,0,7,1997,n/a,yes
29,yes,n/a,337,n/a,14,1,other,1421,3,female,84,3,3,healthcare representative,4,single,6477,22930,0,yes,12,1,0,11,1,3,8,7,7,1994,n/a,yes
54,no,n/a,971,research & development,1,3,n/a,1422,4,female,54,3,4,research director,4,n/a,17328,5652,6,n/a,19,4,0,29,3,2,20,12,7,1969,research director  -  research & development,no
55,no,n/a,1136,n/a,1,4,n/a,1424,2,male,81,4,4,research director,4,divorced,6477,12414,2,no,13,4,2,31,4,4,7,0,0,1968,n/a,yes
40,no,non_travel,663,n/a,9,4,other,1000,3,male,81,3,2,laboratory technician,3,n/a,6477,23099,3,no,11,3,2,11,2,2,8,0,7,1983,n/a,yes
31,no,n/a,326,n/a,8,2,n/a,1000,1,male,31,3,3,sales executive,4,divorced,10793,8386,1,n/a,18,1,1,13,5,3,13,9,9,1992,n/a,yes
46,yes,n/a,377,n/a,9,3,marketing,1457,1,male,52,3,3,sales executive,4,divorced,6477,15986,4,no,11,1,1,28,1,4,7,4,3,1977,n/a,yes
45,no,travel_rarely,1038,n/a,20,3,medical,1460,2,male,95,1,3,healthcare representative,1,n/a,10851,19863,2,yes,18,2,1,11,2,3,7,0,7,1978,n/a,no
49,no,travel_rarely,1490,n/a,7,4,life sciences,1484,3,male,35,3,3,healthcare representative,2,divorced,10466,20948,3,n/a,14,2,2,29,3,3,8,0,7,1974,n/a,no
29,no,travel_rarely,1246,n/a,19,3,n/a,1497,3,male,77,2,2,sales executive,3,n/a,6477,23757,1,n/a,14,3,2,10,3,3,10,0,4,1994,n/a,yes
29,yes,n/a,224,n/a,1,4,technical degree,1522,1,male,100,2,1,research scientist,1,single,2362,7568,6,no,13,3,0,11,2,1,9,0,7,1994,n/a,yes
29,no,n/a,441,n/a,8,1,other,1544,3,female,39,1,2,healthcare representative,1,n/a,6477,7288,3,no,13,3,1,9,3,3,7,0,7,1994,n/a,yes
40,no,travel_rarely,898,human resources,6,2,n/a,1000,3,male,38,3,4,manager,4,single,6477,17381,1,yes,21,4,0,21,2,3,21,7,7,1983,manager  -  human resources,yes
48,no,n/a,802,sales,16,4,life sciences,1000,3,female,96,3,2,sales executive,3,divorced,6439,13693,8,no,14,3,1,18,2,2,8,7,7,1975,sales executive  -  sales,yes
53,yes,n/a,607,n/a,2,5,n/a,1572,3,female,78,2,3,manufacturing director,4,married,6477,14618,0,n/a,16,2,1,11,4,3,33,1,9,1970,n/a,yes
44,no,n/a,1313,n/a,7,3,medical,1608,2,female,31,3,5,research director,4,n/a,6477,3549,0,yes,14,4,1,11,4,2,22,1,10,1979,n/a,no
45,no,n/a,1015,n/a,5,5,n/a,1611,3,female,50,1,2,laboratory technician,1,n/a,5769,23447,1,n/a,14,1,0,10,3,3,10,1,4,1978,n/a,no
45,no,non_travel,802,n/a,26,3,marketing,1612,1,male,52,2,2,sales executive,1,n/a,4385,24162,1,n/a,15,1,1,10,2,2,10,4,5,1978,n/a,no
34,no,travel_frequently,426,n/a,10,4,n/a,1615,3,male,42,4,2,manufacturing director,4,n/a,6477,17000,1,n/a,13,1,1,9,3,2,9,7,2,1989,n/a,yes
39,no,n/a,1387,research & development,10,5,medical,1000,2,male,76,3,2,manufacturing director,1,n/a,6477,3835,2,n/a,13,4,3,11,3,3,7,7,7,1984,manufacturing director  -  research & development,no
27,no,n/a,1302,research & development,36,3,n/a,1619,36,male,0,2,1,laboratory technician,1,divorced,4066,16290,1,no,11,1,2,7,3,3,7,0,7,1996,laboratory technician  -  research & development,yes
45,no,travel_rarely,1329,n/a,2,2,n/a,1635,4,female,59,2,2,manufacturing director,4,divorced,6477,5388,1,n/a,19,1,2,10,3,3,10,3,9,1978,n/a,yes
44,no,n/a,602,n/a,1,5,n/a,1642,1,male,37,3,2,human resources,4,married,6477,10503,4,yes,11,3,0,14,3,3,10,0,2,1979,n/a,yes
25,no,n/a,772,n/a,2,1,life sciences,1653,4,male,77,4,2,manufacturing director,3,divorced,5206,4973,1,n/a,17,3,2,7,6,3,7,0,7,1998,n/a,no
49,no,n/a,809,n/a,1,3,n/a,1000,3,male,36,3,4,manager,3,single,6477,22384,4,n/a,14,1,0,23,2,3,8,0,0,1974,n/a,yes
48,yes,travel_frequently,802,n/a,7,2,n/a,1691,4,female,95,3,1,sales representative,3,n/a,2655,11740,2,n/a,11,3,2,19,3,3,9,7,7,1975,n/a,no
26,no,n/a,786,n/a,7,3,medical,1693,4,male,76,3,1,laboratory technician,4,n/a,2570,11925,1,no,20,3,0,7,5,3,7,5,7,1997,n/a,yes
44,no,travel_rarely,921,n/a,2,3,life sciences,1703,3,female,96,4,3,healthcare representative,4,n/a,6477,14810,1,n/a,19,2,1,11,2,3,8,6,7,1979,n/a,yes
36,no,n/a,530,n/a,2,4,n/a,1000,3,female,51,3,2,sales representative,4,single,4502,7439,3,n/a,15,3,0,17,2,2,13,6,7,1987,n/a,yes
46,no,n/a,717,research & development,13,4,n/a,1727,3,male,34,3,2,healthcare representative,2,single,6477,9697,6,no,14,4,0,19,3,3,10,0,9,1977,healthcare representative  -  research & development,yes
35,no,n/a,1370,n/a,27,4,life sciences,1728,4,male,49,3,2,manufacturing director,3,married,6477,5151,2,n/a,16,2,1,17,3,3,7,0,7,1988,n/a,yes
30,no,travel_frequently,1312,n/a,2,4,n/a,1745,4,female,78,2,1,research scientist,1,n/a,4968,26427,0,n/a,16,4,0,10,2,2,9,0,7,1993,n/a,no
30,no,n/a,979,n/a,15,2,marketing,1754,3,male,94,2,3,sales executive,1,n/a,6477,3088,2,no,11,1,1,11,2,3,7,1,7,1993,n/a,yes
33,no,non_travel,1283,n/a,2,3,marketing,1756,4,female,62,3,2,sales executive,2,n/a,5147,10697,8,no,15,4,0,13,2,2,11,1,7,1990,n/a,yes
32,no,n/a,953,n/a,5,4,n/a,1764,2,male,65,3,1,research scientist,2,single,2718,17674,2,no,14,2,0,12,3,3,7,0,7,1991,n/a,yes
43,no,travel_rarely,244,n/a,2,3,life sciences,1778,2,male,97,3,1,human resources,4,n/a,3539,5033,0,no,13,2,0,11,5,3,9,1,8,1980,n/a,no
31,no,travel_rarely,196,n/a,29,4,marketing,1000,1,female,91,2,2,sales executive,4,n/a,5468,13402,1,n/a,14,1,2,11,3,3,12,5,7,1992,n/a,yes
35,yes,n/a,303,n/a,27,3,n/a,1797,3,male,84,3,2,sales executive,4,n/a,5813,13492,1,n/a,18,4,0,11,2,3,10,7,7,1988,n/a,no
35,no,non_travel,1180,research & development,2,2,medical,1804,2,male,90,3,2,manufacturing director,4,divorced,6477,24442,2,no,14,3,1,15,6,3,7,1,7,1988,manufacturing director  -  research & development,no
30,no,n/a,1092,n/a,10,3,medical,1816,1,female,64,3,3,manufacturing director,3,single,9667,2739,9,no,14,2,0,9,3,3,7,0,2,1993,n/a,no
46,yes,travel_rarely,261,n/a,19,2,medical,1821,4,female,66,3,2,healthcare representative,2,married,6477,10842,4,no,22,4,1,13,2,4,9,3,7,1977,n/a,no
45,no,non_travel,589,n/a,2,4,n/a,1000,3,female,67,3,2,sales executive,3,married,5154,19665,4,n/a,22,2,2,10,3,4,8,5,7,1978,n/a,no
43,no,travel_frequently,1422,n/a,2,4,life sciences,1849,1,male,92,3,2,sales executive,4,married,5675,19246,1,n/a,20,3,1,7,5,3,7,7,7,1980,n/a,no
46,yes,n/a,802,n/a,10,3,life sciences,1869,3,female,64,3,3,sales executive,2,n/a,7314,14011,5,n/a,21,3,3,14,2,3,8,0,7,1977,n/a,yes
40,no,travel_rarely,1137,research & development,1,4,n/a,1000,1,male,98,3,4,manager,1,n/a,6477,18991,2,n/a,11,1,1,22,3,2,19,11,16,1983,manager  -  research & development,yes
27,no,travel_rarely,511,sales,2,2,n/a,1898,1,female,89,4,2,sales executive,3,single,6477,26997,0,no,14,2,0,9,5,2,8,0,7,1996,sales executive  -  sales,no
42,no,n/a,1396,n/a,6,3,medical,1911,3,male,83,3,3,research director,1,married,6477,14842,9,no,13,2,1,18,3,4,13,5,7,1981,n/a,yes
26,no,travel_frequently,1096,n/a,6,3,other,1000,3,male,61,4,1,laboratory technician,4,married,6477,7102,0,no,18,1,1,8,3,3,7,7,7,1997,n/a,yes
28,no,travel_frequently,802,n/a,1,2,life sciences,1927,3,male,42,2,2,sales executive,4,married,6477,19255,1,n/a,12,3,1,7,2,3,7,0,7,1995,n/a,yes
47,no,n/a,1169,n/a,14,4,n/a,1934,3,male,64,3,2,research scientist,2,married,6477,2125,8,n/a,18,3,1,11,4,4,8,1,7,1976,n/a,no
34,no,travel_rarely,1239,n/a,13,4,medical,1951,4,male,39,3,3,sales executive,3,divorced,6477,22914,1,no,18,3,1,9,2,2,8,1,1,1989,n/a,yes
26,no,n/a,157,research & development,1,3,medical,1952,3,male,95,3,1,laboratory technician,1,single,6477,20006,0,no,13,4,0,8,6,2,7,7,6,1997,laboratory technician  -  research & development,yes
27,no,travel_rarely,954,n/a,9,3,n/a,1965,4,male,44,3,2,sales executive,4,n/a,6477,5099,1,n/a,14,1,0,11,5,2,7,0,7,1996,n/a,no
31,yes,travel_frequently,754,sales,26,4,marketing,1967,1,male,63,3,2,sales executive,4,n/a,6477,21075,1,yes,11,3,0,10,4,3,10,0,8,1992,sales executive  -  sales,yes
33,no,travel_frequently,1303,n/a,7,2,life sciences,1000,4,male,0,3,2,healthcare representative,3,divorced,6477,18079,1,n/a,20,3,3,9,2,3,9,2,8,1990,n/a,yes
31,no,n/a,697,n/a,10,3,n/a,1979,3,female,40,3,3,research director,3,married,6477,26862,4,no,20,3,1,13,2,4,11,4,8,1992,n/a,yes
35,no,n/a,1395,n/a,9,4,medical,2008,2,male,48,3,2,research scientist,3,n/a,5098,18698,1,no,19,2,0,10,5,3,10,0,8,1988,n/a,yes
33,no,travel_rarely,501,n/a,15,2,n/a,2009,2,female,95,3,2,healthcare representative,4,married,6477,21653,0,yes,13,1,1,11,6,3,9,8,1,1990,n/a,yes
39,no,travel_rarely,116,n/a,24,1,life sciences,2014,1,male,52,3,2,research scientist,4,single,6477,5340,7,no,13,1,0,11,2,3,7,1,7,1984,n/a,no
36,no,travel_rarely,557,n/a,46,3,n/a,1000,46,female,94,2,3,sales executive,4,married,6477,12695,0,no,19,3,2,10,2,3,9,3,4,1987,n/a,yes
41,no,travel_rarely,582,n/a,28,4,life sciences,2034,1,female,60,2,4,manufacturing director,2,married,13570,5640,0,no,23,3,1,21,3,3,20,0,10,1982,n/a,yes
34,no,n/a,704,sales,28,3,marketing,2035,4,female,95,2,2,sales executive,3,married,6712,8978,1,no,21,4,2,8,2,3,8,1,7,1989,sales executive  -  sales,no
38,no,travel_rarely,802,n/a,10,2,n/a,1000,1,female,100,3,2,sales executive,4,married,6477,5982,1,no,11,3,1,10,1,3,10,1,9,1985,n/a,yes
39,no,travel_rarely,613,n/a,6,1,n/a,2062,4,male,42,2,3,healthcare representative,1,n/a,9991,21457,4,n/a,15,1,1,11,5,3,7,1,7,1984,n/a,yes
34,no,travel_rarely,419,n/a,7,4,n/a,28,1,female,53,3,3,research director,2,single,6477,21293,0,no,11,3,0,11,4,3,12,2,11,1989,n/a,no
44,no,travel_rarely,477,n/a,7,4,medical,1000,1,female,42,2,3,healthcare representative,4,married,10248,2094,3,n/a,14,4,1,24,4,3,22,5,17,1979,n/a,yes
46,no,n/a,1211,n/a,5,4,n/a,62,1,male,98,3,2,sales executive,4,single,6477,20445,4,n/a,21,3,0,14,4,3,9,0,8,1977,n/a,yes
41,no,travel_frequently,857,research & development,10,3,life sciences,199,4,male,91,2,4,manager,1,divorced,6477,12888,4,n/a,13,2,1,11,2,2,7,7,7,1982,manager  -  research & development,no
39,no,n/a,505,research & development,2,4,n/a,343,3,female,64,3,3,healthcare representative,3,single,10938,6420,0,no,25,4,0,20,1,3,19,11,8,1984,healthcare representative  -  research & development,no
42,no,travel_rarely,269,n/a,2,3,medical,351,4,female,56,2,1,laboratory technician,1,divorced,2593,8007,0,yes,11,3,1,10,4,3,9,7,8,1981,n/a,yes
33,no,travel_frequently,553,research & development,5,4,n/a,428,4,female,74,3,3,manager,2,married,11878,23364,6,n/a,11,2,2,12,2,3,10,8,8,1990,manager  -  research & development,yes
35,no,travel_rarely,1296,n/a,5,4,technical degree,464,3,male,62,3,3,manufacturing director,2,single,8095,18264,0,no,13,4,0,17,5,3,16,0,13,1988,n/a,yes
33,yes,travel_rarely,1277,n/a,15,1,medical,1000,2,male,56,3,3,manager,3,married,6477,24619,7,n/a,12,4,0,15,2,4,7,7,7,1990,n/a,yes
40,no,travel_rarely,302,n/a,6,3,life sciences,1000,2,female,75,3,4,manufacturing director,3,single,6477,20364,7,no,15,3,0,22,3,3,20,5,13,1983,n/a,no
41,no,travel_rarely,427,n/a,10,4,human resources,731,2,male,73,2,5,manager,4,divorced,6477,8861,3,no,15,2,3,23,2,2,21,12,6,1982,n/a,no
27,no,n/a,975,n/a,7,3,n/a,764,4,female,55,2,2,healthcare representative,1,n/a,6477,23398,8,no,19,1,0,11,2,1,7,0,7,1996,n/a,no
52,no,travel_rarely,621,n/a,3,4,marketing,1000,3,male,31,2,4,manager,1,n/a,16856,10084,1,n/a,11,1,0,11,3,4,34,1,16,1971,n/a,yes
51,no,travel_rarely,1318,n/a,26,4,marketing,851,1,female,66,3,4,manager,3,married,6477,5594,2,no,14,3,1,11,2,2,20,4,17,1972,n/a,no
47,no,travel_rarely,249,n/a,2,2,marketing,903,3,female,35,3,2,sales executive,4,n/a,4537,17783,0,n/a,22,1,1,8,2,3,7,7,7,1976,n/a,yes
50,no,non_travel,881,research & development,2,4,n/a,905,1,male,98,3,4,manager,1,divorced,17924,4544,1,n/a,11,4,1,31,3,3,31,14,7,1973,manager  -  research & development,no
35,no,travel_rarely,1137,research & development,21,1,life sciences,942,4,female,51,3,2,healthcare representative,4,married,4014,19170,1,n/a,25,4,1,10,2,1,10,0,7,1988,healthcare representative  -  research & development,yes
39,no,travel_rarely,466,n/a,1,1,n/a,1026,4,female,65,2,4,manufacturing director,4,married,12742,7060,1,no,16,3,1,11,3,3,21,11,8,1984,n/a,yes
39,no,travel_frequently,945,n/a,22,3,medical,1000,4,female,82,3,3,manufacturing director,1,single,6477,5083,1,n/a,13,3,0,11,2,3,21,2,8,1984,n/a,no
41,no,n/a,509,n/a,7,2,n/a,1085,2,female,43,4,1,research scientist,3,n/a,3376,18863,1,no,13,3,0,11,3,3,10,0,8,1982,n/a,no
44,yes,n/a,1376,human resources,1,2,medical,1000,2,male,91,2,3,human resources,1,married,10482,2326,9,no,14,4,1,24,1,3,20,3,6,1979,human resources  -  human resources,yes
42,no,n/a,469,n/a,2,2,medical,1109,4,male,35,3,4,manager,1,n/a,6477,14399,0,no,17,4,1,23,3,3,22,13,7,1981,n/a,no
52,no,travel_rarely,994,n/a,7,4,life sciences,1118,2,male,87,3,3,healthcare representative,2,single,6477,15322,7,n/a,19,4,0,18,4,2,8,4,0,1971,n/a,yes
38,no,n/a,433,n/a,1,3,n/a,1152,3,male,37,4,1,human resources,3,n/a,6477,6004,1,no,13,4,1,7,2,4,7,5,0,1985,n/a,yes
46,no,n/a,991,human resources,1,2,life sciences,1000,4,female,44,3,1,human resources,1,n/a,6477,22957,6,n/a,12,3,0,10,3,4,7,5,7,1977,human resources  -  human resources,yes
35,no,n/a,482,n/a,4,4,life sciences,1350,3,male,87,3,2,research scientist,3,single,4249,2690,1,n/a,11,2,0,11,3,3,9,1,1,1988,n/a,no
28,no,travel_rarely,1083,research & development,29,1,life sciences,1514,3,male,96,1,2,manufacturing director,2,married,6549,3173,1,n/a,14,2,2,8,2,2,8,1,7,1995,manufacturing director  -  research & development,yes
44,no,n/a,136,n/a,28,3,life sciences,1523,4,male,32,3,4,research director,1,married,6477,22074,3,no,13,3,1,11,1,4,20,14,17,1979,n/a,yes
50,no,n/a,333,n/a,22,5,n/a,1539,3,male,88,1,4,research director,4,n/a,14411,24450,1,n/a,13,4,0,11,2,3,32,13,9,1973,n/a,no
55,no,travel_rarely,685,n/a,23,5,marketing,1000,3,male,60,2,5,manager,4,n/a,19586,23037,1,no,21,3,1,36,3,3,36,2,13,1968,n/a,yes
39,no,n/a,1462,sales,6,3,n/a,1588,4,male,38,4,3,sales executive,3,married,8237,4658,2,no,11,1,1,11,3,3,7,7,6,1984,sales executive  -  sales,yes
49,no,n/a,722,research & development,13,4,n/a,1617,13,female,84,3,1,laboratory technician,1,n/a,3211,22102,1,n/a,14,4,1,10,3,2,9,1,4,1974,laboratory technician  -  research & development,yes
45,no,n/a,802,n/a,28,2,technical degree,1719,4,female,48,2,4,research director,2,single,16704,17119,1,n/a,11,3,0,21,2,3,21,8,6,1978,n/a,no
46,no,n/a,1277,n/a,2,3,n/a,1000,3,male,74,3,3,sales executive,4,n/a,6477,5596,4,n/a,12,2,1,11,5,2,10,0,3,1977,n/a,no
27,no,n/a,1131,n/a,15,3,n/a,1870,4,female,77,2,1,research scientist,1,married,4774,23844,0,no,19,4,1,11,2,2,7,7,3,1996,n/a,no
42,no,travel_rarely,300,n/a,2,3,n/a,2031,1,male,56,3,5,manager,3,married,6477,17312,5,n/a,11,1,0,24,2,2,22,4,14,1981,n/a,yes
49,no,n/a,1023,sales,2,3,n/a,2065,4,male,63,2,2,sales executive,2,married,6477,13243,2,n/a,14,4,0,17,3,2,9,0,8,1974,sales executive  -  sales,yes
29,no,travel_rarely,153,n/a,15,2,life sciences,15,4,female,49,2,2,laboratory technician,3,single,6477,12682,0,yes,12,4,0,10,3,3,9,0,8,1994,n/a,yes
34,no,non_travel,1065,n/a,12,4,marketing,60,12,male,72,3,2,sales executive,3,n/a,4568,10034,0,no,20,3,0,11,2,3,9,8,7,1989,n/a,no
37,no,n/a,1115,n/a,1,4,n/a,1000,1,male,51,2,2,manufacturing director,3,divorced,5993,2689,1,no,18,3,1,11,2,2,7,0,7,1986,n/a,no
36,no,n/a,1195,n/a,11,3,n/a,85,2,male,95,2,2,manufacturing director,2,single,6499,22656,1,no,13,3,0,6,3,3,6,0,3,1987,n/a,yes
45,no,n/a,1316,n/a,29,3,n/a,1000,3,male,83,3,1,research scientist,4,single,3452,9752,5,n/a,13,2,0,9,2,2,6,0,3,1978,n/a,yes
29,no,travel_rarely,665,n/a,15,3,n/a,346,3,male,60,3,1,research scientist,4,n/a,6477,22673,1,no,19,1,0,6,1,3,6,1,5,1994,n/a,no
26,no,n/a,1479,n/a,1,3,n/a,384,3,female,84,3,2,manufacturing director,2,n/a,6397,26767,1,no,20,1,1,6,6,1,6,1,4,1997,n/a,no
28,no,n/a,304,n/a,9,4,life sciences,498,2,male,92,3,2,sales executive,4,single,6477,20750,1,no,16,4,0,11,1,3,7,0,7,1995,n/a,yes
42,no,travel_frequently,1368,n/a,30,4,technical degree,551,4,female,0,2,2,healthcare representative,4,married,6477,4386,0,no,11,4,3,7,4,4,6,0,4,1981,n/a,yes
31,no,travel_rarely,828,sales,2,1,life sciences,604,2,male,77,3,2,sales executive,4,n/a,6477,8346,4,yes,13,3,0,10,2,4,6,0,5,1992,sales executive  -  sales,yes
37,no,travel_rarely,799,n/a,47,3,n/a,1000,47,female,59,3,3,manufacturing director,4,single,6477,23848,4,n/a,17,4,0,11,3,4,6,1,2,1986,n/a,yes
37,no,non_travel,142,n/a,9,4,n/a,626,1,male,69,3,3,sales executive,2,divorced,6477,24666,1,no,13,4,1,9,6,3,9,7,7,1986,n/a,no
37,no,travel_rarely,446,n/a,1,4,life sciences,1000,2,female,65,3,2,manufacturing director,2,married,6477,15701,6,n/a,12,2,1,8,2,2,6,4,3,1986,n/a,no
24,no,travel_rarely,691,n/a,23,3,medical,1000,2,male,89,4,1,research scientist,4,n/a,2725,21630,1,n/a,11,2,2,11,3,3,6,1,4,1999,n/a,yes
50,no,n/a,1246,n/a,3,3,n/a,644,1,male,99,3,5,manager,2,married,6477,7999,1,no,11,3,1,11,2,3,32,10,7,1973,n/a,no
34,no,n/a,254,n/a,1,2,life sciences,649,2,male,83,2,1,research scientist,4,n/a,3622,22794,1,yes,13,4,1,6,3,3,6,1,3,1989,n/a,yes
27,no,travel_frequently,1410,n/a,3,1,medical,714,4,female,71,4,2,sales executive,4,n/a,6477,16673,1,n/a,20,2,2,11,3,3,6,0,4,1996,n/a,no
