,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,year_birth,role_department,remote_work
373,26,no,,1066,,2,2,medical,1018,4,male,32,4,2, manufacturing director ,4,married,5472.0,3334,1,,12,2,0,0,2,3,8,1,3,1997,,no
374,55,no,travel_frequently,135,,18,4,medical,1034,3,male,62,3,2, healthcare representative ,2,married,6385.0,12992,3,,14,4,2,0,3,3,8,6,7,1968,,no
375,50,no,non-travel,145, sales ,1,3,life sciences,2172,4,female,95,3,2, sales executive ,3,married,6347.0,24920,0,,12,1,1,0,3,3,18,0,13,1973, sales executive  -  sales ,no
376,32,no,non-travel,1109,,29,4,,1046,4,female,69,3,1, laboratory technician ,3,single,0.0,11135,9,no,12,2,0,10,2,3,8,7,7,1991,,no
377,53,no,travel_frequently,124,,2,3,marketing,1050,3,female,38,2,3, sales executive ,2,,7525.0,23537,2,,12,1,1,30,2,0,15,6,12,1970,,no
378,40,no,travel_rarely,300,,26,3,,2173,3,male,74,3,2, sales executive ,1,married,0.0,22217,1,,14,2,1,8,3,2,7,7,5,1983,,no
379,55,no,,444,,2,1,,1074,3,male,40,2,4, manager ,1,single,0.0,17323,7,no,15,2,0,0,3,4,9,6,2,1968,,no
380,28,yes,non-travel,1366,,24,2,,1082,2,male,72,2,3, healthcare representative ,1,single,0.0,12355,1,no,12,1,0,10,2,2,10,1,9,1995,,no
381,28,no,travel_rarely,857,,10,3,other,1097,3,female,59,3,2, research scientist ,3,single,3660.0,7909,3,no,13,4,0,0,4,4,8,1,7,1995,,yes
382,35,yes,,1204,,4,3,technical degree,1100,4,male,86,3,3, sales executive ,1,,0.0,10333,0,,22,1,0,9,2,3,8,4,7,1988,,yes
383,33,yes,travel_frequently,827, research & development ,0,4,medical,1101,36,female,54,2,2, research scientist ,3,single,0.0,3129,1,no,22,2,0,14,4,3,13,3,8,1990, research scientist  -  research & development ,no
384,25,yes,,1219, research & development ,4,1,technical degree,1106,4,male,32,3,1, laboratory technician ,4,married,0.0,4605,1,,15,2,1,7,3,4,7,5,6,1998, laboratory technician  -  research & development ,yes
385,38,no,,770, sales ,10,4,,1119,3,male,0,2,3, sales executive ,3,,8740.0,5569,0,yes,14,2,2,9,2,0,8,2,7,1985, sales executive  -  sales ,no
386,28,no,,950,,0,3,,2174,12,female,93,3,3, manufacturing director ,2,,0.0,8039,0,,17,2,3,0,3,2,9,1,7,1995,,no
387,43,no,travel_frequently,1082,,27,3,life sciences,1126,3,female,83,3,3, manufacturing director ,1,married,0.0,11535,8,no,11,3,1,18,1,3,8,0,1,1980,,no
388,39,yes,travel_frequently,203, research & development ,2,3,life sciences,2175,1,male,84,3,4, healthcare representative ,4,,0.0,13547,7,no,11,4,3,21,4,3,18,11,5,1984, healthcare representative  -  research & development ,no
389,40,no,travel_rarely,1308,,14,3,,1128,3,male,44,2,5, research director ,3,,0.0,17544,1,no,14,1,0,0,2,0,20,4,9,1983,,yes
390,29,no,travel_rarely,718,,8,1,medical,2176,2,male,79,2,2, manufacturing director ,4,married,0.0,17689,1,,15,3,1,10,2,2,10,1,2,1994,,yes
391,40,no,,593,,0,4,,2177,2,female,88,3,3, research director ,3,,13499.0,13782,9,no,17,3,0,20,3,2,18,2,13,1983,,no
392,26,no,travel_rarely,1384,,3,4,,1177,1,male,82,4,1, laboratory technician ,4,,0.0,13421,1,,22,2,1,8,2,3,8,0,7,1997,,no
393,35,no,travel_rarely,819,,2,3,,1182,3,male,44,2,3, manufacturing director ,2,divorced,0.0,19588,2,no,18,2,1,15,2,4,7,6,4,1988,,yes
394,53,no,,1223, research & development ,7,2,medical,1201,4,female,50,3,5, manager ,3,divorced,0.0,18640,3,no,18,2,1,26,6,3,7,4,7,1970, manager  -  research & development ,no
395,35,no,,1361,,17,4,life sciences,1218,3,male,94,3,2, sales executive ,1,,0.0,21026,3,,15,4,3,15,2,3,7,1,7,1988,,no
396,33,no,,1146,,25,3,medical,1220,2,female,0,3,2, sales executive ,3,,0.0,4905,1,no,12,1,1,0,3,2,10,0,1,1990,,no
397,36,no,,0, research & development ,6,4,life sciences,2178,3,male,60,1,1, laboratory technician ,3,divorced,0.0,6865,1,no,14,3,1,0,4,3,7,1,7,1987, laboratory technician  -  research & development ,no
398,30,no,travel_rarely,853,,7,4,life sciences,1224,3,male,49,3,2, laboratory technician ,3,divorced,3491.0,11309,1,,13,1,3,0,4,2,10,8,9,1993,,no
399,60,no,,0,,0,4,,2179,29,male,52,4,2, sales executive ,4,divorced,5220.0,10893,0,,18,2,1,12,3,3,11,1,9,1963,,no
400,32,no,,1316,,2,2,life sciences,1235,4,female,38,3,2, research scientist ,3,single,0.0,2338,4,yes,14,4,0,10,2,3,8,0,7,1991,,no
401,36,no,,363,,1,3,technical degree,1237,3,female,0,1,3, manufacturing director ,1,divorced,10252.0,4235,2,yes,21,3,1,17,2,3,7,7,7,1987,,yes
402,27,no,travel_rarely,1103,,14,3,,2180,1,male,42,3,1, research scientist ,1,,0.0,14377,1,,14,4,2,0,3,2,9,6,8,1996,,yes
403,43,no,,920, research & development ,3,3,life sciences,1255,3,male,96,1,5, research director ,4,,19740.0,18625,3,no,14,2,1,0,2,3,8,0,7,1980, research director  -  research & development ,yes
404,29,no,travel_rarely,694,,1,3,,1264,4,female,0,2,4, research director ,4,divorced,0.0,3423,3,no,14,2,2,9,2,2,7,1,7,1994,,no
405,59,no,,1429,,0,4,,1283,24,male,67,3,3, manufacturing director ,4,single,0.0,20002,6,no,12,4,0,0,6,2,9,5,4,1964,,no
406,43,no,travel_rarely,531,,4,4,marketing,1293,4,female,56,2,3, sales executive ,4,single,0.0,20364,3,no,14,4,0,23,3,4,21,15,17,1980,,yes
407,44,yes,travel_rarely,621,,15,3,medical,1295,1,female,73,3,3, healthcare representative ,4,married,0.0,14075,1,,11,4,1,0,2,3,10,0,5,1979,,yes
408,29,yes,,806, research & development ,7,3,technical degree,2181,2,female,39,3,1, laboratory technician ,3,divorced,0.0,17285,3,yes,13,1,2,10,2,3,7,7,7,1994, laboratory technician  -  research & development ,no
409,32,no,travel_rarely,604,,8,3,,2182,3,male,56,4,2, sales executive ,4,married,6209.0,11693,1,,15,3,2,0,4,4,10,0,8,1991,,no
410,36,no,travel_rarely,325,,10,4,technical degree,2183,4,female,63,3,3, healthcare representative ,3,married,7094.0,5747,3,no,12,1,0,0,0,3,7,1,7,1987,,no
411,0,yes,,1030, sales ,5,3,,2184,2,male,64,3,3, sales executive ,2,single,0.0,21534,9,yes,19,3,0,0,2,2,8,7,7,1971, sales executive  -  sales ,yes
412,39,no,travel_rarely,524,,0,2,,1322,1,male,32,3,2, manufacturing director ,3,single,4534.0,13352,0,,11,1,0,0,6,0,8,1,7,1984,,no
413,34,no,,943,,9,3,,1344,4,male,86,3,3, healthcare representative ,4,,8500.0,5494,0,,11,4,1,10,0,2,9,1,6,1989,,no
414,38,no,,1009,,2,2,life sciences,1355,2,female,31,3,2, sales executive ,1,,0.0,19461,3,,15,4,1,11,3,3,7,1,7,1985,,no
415,36,no,travel_frequently,607, sales ,0,3,marketing,1362,12,female,83,4,2, sales executive ,1,married,4639.0,2261,2,no,16,4,1,0,2,2,15,6,13,1987, sales executive  -  sales ,no
416,35,no,,817,,1,3,,1369,4,female,60,2,2, laboratory technician ,4,,5363.0,10846,0,no,12,2,1,10,0,3,9,0,0,1988,,no
417,55,yes,,0,,13,4,,2185,1,male,85,4,4, sales executive ,3,,0.0,9277,6,,17,3,0,0,2,2,19,3,8,1968,,no
418,34,no,,0,,29,3,,1377,2,male,86,3,2, laboratory technician ,3,,0.0,17491,4,,13,1,2,10,1,3,8,7,7,1989,,no
419,43,no,,930,,6,3,medical,1402,1,female,73,2,2, research scientist ,3,single,4081.0,20003,1,yes,14,1,0,20,3,1,20,1,8,1980,,no
420,42,no,travel_rarely,1147,,10,3,human resources,1408,3,female,31,3,4, manager ,1,married,0.0,16616,0,,14,3,1,21,5,3,20,0,9,1981,,no
421,26,no,travel_rarely,652,,7,3,,1417,3,male,100,4,1, laboratory technician ,1,single,3578.0,23577,0,no,12,4,0,8,2,3,7,0,7,1997,,no
422,29,yes,,337,,14,1,other,1421,3,female,84,3,3, healthcare representative ,4,single,0.0,22930,0,yes,12,1,0,0,1,3,8,7,7,1994,,no
423,54,no,,971, research & development ,1,3,,1422,4,female,54,3,4, research director ,4,,17328.0,5652,6,,19,4,0,29,3,2,20,12,7,1969, research director  -  research & development ,no
424,55,no,,1136,,1,4,,1424,2,male,81,4,4, research director ,4,divorced,0.0,12414,2,no,13,4,2,31,4,4,7,0,0,1968,,no
425,40,no,non-travel,663,,9,4,other,2186,3,male,81,3,2, laboratory technician ,3,,0.0,23099,3,no,11,3,2,11,2,0,8,0,7,1983,,yes
426,0,no,,326,,8,2,,2187,1,male,31,3,3, sales executive ,4,divorced,10793.0,8386,1,,18,1,1,13,5,3,13,9,9,1992,,no
427,46,yes,,377,,9,3,marketing,1457,1,male,52,3,3, sales executive ,4,divorced,0.0,15986,4,no,11,1,1,28,1,4,7,4,3,1977,,yes
428,45,no,travel_rarely,1038,,20,3,medical,1460,2,male,95,1,3, healthcare representative ,1,,10851.0,19863,2,yes,18,2,1,0,2,3,7,0,7,1978,,no
429,49,no,travel_rarely,1490,,7,4,life sciences,1484,3,male,35,3,3, healthcare representative ,2,divorced,10466.0,20948,3,,14,2,2,29,3,3,8,0,7,1974,,no
430,29,no,travel_rarely,1246,,19,3,,1497,3,male,77,2,2, sales executive ,3,,0.0,23757,1,,14,3,2,10,3,3,10,0,4,1994,,no
431,29,yes,,224,,1,4,technical degree,1522,1,male,100,2,1, research scientist ,1,single,2362.0,7568,6,no,13,3,0,0,2,1,9,0,7,1994,,no
432,29,no,,441,,8,1,other,1544,3,female,39,1,2, healthcare representative ,1,,0.0,7288,3,no,13,3,1,9,3,3,7,0,7,1994,,no
433,40,no,travel_rarely,898, human resources ,6,2,,2188,3,male,38,3,4, manager ,4,single,0.0,17381,1,yes,21,4,0,21,2,3,21,7,7,1983, manager  -  human resources ,no
434,48,no,,0, sales ,16,4,life sciences,2189,3,female,96,3,2, sales executive ,3,divorced,6439.0,13693,8,no,14,3,1,18,2,0,8,7,7,1975, sales executive  -  sales ,no
435,53,yes,,607,,2,5,,1572,3,female,78,2,3, manufacturing director ,4,married,0.0,14618,0,,16,2,1,0,4,3,33,1,9,1970,,yes
436,44,no,,1313,,7,3,medical,1608,2,female,31,3,5, research director ,4,,0.0,3549,0,yes,14,4,1,0,4,2,22,1,10,1979,,no
437,45,no,,1015,,5,5,,1611,3,female,50,1,2, laboratory technician ,1,,5769.0,23447,1,,14,1,0,10,3,3,10,1,4,1978,,no
438,45,no,non-travel,0,,26,3,marketing,1612,1,male,52,2,2, sales executive ,1,,4385.0,24162,1,,15,1,1,10,2,0,10,4,5,1978,,no
439,34,no,travel_frequently,426,,10,4,,1615,3,male,42,4,2, manufacturing director ,4,,0.0,17000,1,,13,1,1,9,3,0,9,7,2,1989,,no
440,39,no,,1387, research & development ,10,5,medical,2190,2,male,76,3,2, manufacturing director ,1,,0.0,3835,2,,13,4,3,0,3,3,7,7,7,1984, manufacturing director  -  research & development ,no
441,27,no,,1302, research & development ,0,3,,1619,36,male,0,2,1, laboratory technician ,1,divorced,4066.0,16290,1,no,11,1,2,7,3,3,7,0,7,1996, laboratory technician  -  research & development ,yes
442,45,no,travel_rarely,1329,,2,2,,1635,4,female,59,2,2, manufacturing director ,4,divorced,0.0,5388,1,,19,1,2,10,3,3,10,3,9,1978,,no
443,44,no,,602,,1,5,,1642,1,male,37,3,2, human resources ,4,married,0.0,10503,4,yes,11,3,0,14,3,3,10,0,2,1979,,no
444,25,no,,772,,2,1,life sciences,1653,4,male,77,4,2, manufacturing director ,3,divorced,5206.0,4973,1,,17,3,2,7,6,3,7,0,7,1998,,no
445,49,no,,809,,1,3,,2191,3,male,36,3,4, manager ,3,single,0.0,22384,4,,14,1,0,23,2,3,8,0,0,1974,,no
446,48,yes,travel_frequently,0,,7,2,,1691,4,female,95,3,1, sales representative ,3,,2655.0,11740,2,,11,3,2,19,3,3,9,7,7,1975,,no
447,26,no,,786,,7,3,medical,1693,4,male,76,3,1, laboratory technician ,4,,2570.0,11925,1,no,20,3,0,7,5,3,7,5,7,1997,,no
448,44,no,travel_rarely,921,,2,3,life sciences,1703,3,female,96,4,3, healthcare representative ,4,,0.0,14810,1,,19,2,1,0,2,3,8,6,7,1979,,no
449,36,no,,530,,2,4,,2192,3,female,51,3,2, sales representative ,4,single,4502.0,7439,3,,15,3,0,17,2,2,13,6,7,1987,,yes
450,46,no,,717, research & development ,13,4,,1727,3,male,34,3,2, healthcare representative ,2,single,0.0,9697,6,no,14,4,0,19,3,3,10,0,9,1977, healthcare representative  -  research & development ,no
451,35,no,,1370,,27,4,life sciences,1728,4,male,49,3,2, manufacturing director ,3,married,0.0,5151,2,,16,2,1,17,3,3,7,0,7,1988,,yes
452,30,no,travel_frequently,1312,,2,4,,1745,4,female,78,2,1, research scientist ,1,,4968.0,26427,0,,16,4,0,10,2,0,9,0,7,1993,,no
453,30,no,,979,,15,2,marketing,1754,3,male,94,2,3, sales executive ,1,,0.0,3088,2,no,11,1,1,0,2,3,7,1,7,1993,,no
454,33,no,non-travel,1283,,2,3,marketing,1756,4,female,62,3,2, sales executive ,2,,5147.0,10697,8,no,15,4,0,13,2,2,11,1,7,1990,,no
455,32,no,,953,,5,4,,1764,2,male,65,3,1, research scientist ,2,single,2718.0,17674,2,no,14,2,0,12,3,3,7,0,7,1991,,no
456,43,no,travel_rarely,244,,2,3,life sciences,1778,2,male,97,3,1, human resources ,4,,3539.0,5033,0,no,13,2,0,0,5,3,9,1,8,1980,,no
457,31,no,travel_rarely,196,,29,4,marketing,2193,1,female,91,2,2, sales executive ,4,,5468.0,13402,1,,14,1,2,0,3,3,12,5,7,1992,,no
458,35,yes,,303,,27,3,,1797,3,male,84,3,2, sales executive ,4,,5813.0,13492,1,,18,4,0,0,2,3,10,7,7,1988,,no
459,35,no,non-travel,1180, research & development ,2,2,medical,1804,2,male,90,3,2, manufacturing director ,4,divorced,0.0,24442,2,no,14,3,1,15,6,3,7,1,7,1988, manufacturing director  -  research & development ,no
460,30,no,,1092,,10,3,medical,1816,1,female,64,3,3, manufacturing director ,3,single,9667.0,2739,9,no,14,2,0,9,3,3,7,0,2,1993,,no
461,46,yes,travel_rarely,261,,0,2,medical,1821,4,female,66,3,2, healthcare representative ,2,married,0.0,10842,4,no,22,4,1,13,2,4,9,3,7,1977,,no
462,45,no,non-travel,589,,2,4,,2194,3,female,67,3,2, sales executive ,3,married,5154.0,19665,4,,22,2,2,10,3,4,8,5,7,1978,,no
463,43,no,travel_frequently,1422,,2,4,life sciences,1849,1,male,92,3,2, sales executive ,4,married,5675.0,19246,1,,20,3,1,7,5,3,7,7,7,1980,,no
464,46,yes,,0,,10,3,life sciences,1869,3,female,64,3,3, sales executive ,2,,7314.0,14011,5,,21,3,3,14,2,3,8,0,7,1977,,no
465,40,no,travel_rarely,1137, research & development ,1,4,,2195,1,male,98,3,4, manager ,1,,0.0,18991,2,,11,1,1,22,3,0,19,11,16,1983, manager  -  research & development ,no
466,27,no,travel_rarely,511, sales ,2,2,,1898,1,female,89,4,2, sales executive ,3,single,0.0,26997,0,no,14,2,0,9,5,2,8,0,7,1996, sales executive  -  sales ,no
467,42,no,,1396,,6,3,medical,1911,3,male,83,3,3, research director ,1,married,0.0,14842,9,no,13,2,1,18,3,4,13,5,7,1981,,no
468,26,no,travel_frequently,1096,,6,3,other,2196,3,male,61,4,1, laboratory technician ,4,married,0.0,7102,0,no,18,1,1,8,3,3,7,7,7,1997,,no
469,28,no,travel_frequently,0,,1,2,life sciences,1927,3,male,42,2,2, sales executive ,4,married,0.0,19255,1,,12,3,1,7,2,3,7,0,7,1995,,no
470,47,no,,1169,,14,4,,1934,3,male,64,3,2, research scientist ,2,married,0.0,2125,8,,18,3,1,0,4,4,8,1,7,1976,,no
471,34,no,travel_rarely,1239,,13,4,medical,1951,4,male,39,3,3, sales executive ,3,divorced,0.0,22914,1,no,18,3,1,9,2,2,8,1,1,1989,,no
472,26,no,,157, research & development ,1,3,medical,1952,3,male,95,3,1, laboratory technician ,1,single,0.0,20006,0,no,13,4,0,8,6,0,7,7,6,1997, laboratory technician  -  research & development ,no
473,27,no,travel_rarely,954,,9,3,,1965,4,male,44,3,2, sales executive ,4,,0.0,5099,1,,14,1,0,0,5,0,7,0,7,1996,,no
474,31,yes,travel_frequently,754, sales ,26,4,marketing,1967,1,male,63,3,2, sales executive ,4,,0.0,21075,1,yes,11,3,0,10,4,3,10,0,8,1992, sales executive  -  sales ,yes
475,33,no,travel_frequently,1303,,7,2,life sciences,2197,4,male,0,3,2, healthcare representative ,3,divorced,0.0,18079,1,,20,3,3,9,2,3,9,2,8,1990,,yes
476,31,no,,697,,10,3,,1979,3,female,40,3,3, research director ,3,married,0.0,26862,4,no,20,3,1,13,2,4,11,4,8,1992,,no
477,35,no,,1395,,9,4,medical,2008,2,male,48,3,2, research scientist ,3,,5098.0,18698,1,no,19,2,0,10,5,3,10,0,8,1988,,no
478,33,no,travel_rarely,501,,15,2,,2009,2,female,95,3,2, healthcare representative ,4,married,0.0,21653,0,yes,13,1,1,0,6,3,9,8,1,1990,,yes
479,39,no,travel_rarely,116,,24,1,life sciences,2014,1,male,52,3,2, research scientist ,4,single,0.0,5340,7,no,13,1,0,0,2,3,7,1,7,1984,,no
480,36,no,travel_rarely,557,,0,3,,2198,46,female,94,2,3, sales executive ,4,married,0.0,12695,0,no,19,3,2,10,2,3,9,3,4,1987,,yes
481,41,no,travel_rarely,582,,28,4,life sciences,2034,1,female,60,2,4, manufacturing director ,2,married,13570.0,5640,0,no,23,3,1,21,3,3,20,0,10,1982,,yes
482,34,no,,704, sales ,28,3,marketing,2035,4,female,95,2,2, sales executive ,3,married,6712.0,8978,1,no,21,4,2,8,2,3,8,1,7,1989, sales executive  -  sales ,no
483,38,no,travel_rarely,0,,10,2,,2199,1,female,100,3,2, sales executive ,4,married,0.0,5982,1,no,11,3,1,10,1,3,10,1,9,1985,,no
484,39,no,travel_rarely,613,,6,1,,2062,4,male,42,2,3, healthcare representative ,1,,9991.0,21457,4,,15,1,1,0,5,3,7,1,7,1984,,no
485,34,no,travel_rarely,419,,7,4,,28,1,female,53,3,3, research director ,2,single,0.0,21293,0,no,11,3,0,0,4,3,12,2,11,1989,,no
486,44,no,travel_rarely,477,,7,4,medical,2200,1,female,42,2,3, healthcare representative ,4,married,10248.0,2094,3,,14,4,1,24,4,3,22,5,17,1979,,no
487,46,no,,1211,,5,4,,62,1,male,98,3,2, sales executive ,4,single,0.0,20445,4,,21,3,0,14,4,3,9,0,8,1977,,yes
488,41,no,travel_frequently,857, research & development ,10,3,life sciences,199,4,male,91,2,4, manager ,1,divorced,0.0,12888,4,,13,2,1,0,2,2,7,7,7,1982, manager  -  research & development ,no
489,39,no,,505, research & development ,2,4,,343,3,female,64,3,3, healthcare representative ,3,single,10938.0,6420,0,no,25,4,0,20,1,3,19,11,8,1984, healthcare representative  -  research & development ,no
490,42,no,travel_rarely,269,,2,3,medical,351,4,female,56,2,1, laboratory technician ,1,divorced,2593.0,8007,0,yes,11,3,1,10,4,3,9,7,8,1981,,no
491,33,no,travel_frequently,553, research & development ,5,4,,428,4,female,74,3,3, manager ,2,married,11878.0,23364,6,,11,2,2,12,2,3,10,8,8,1990, manager  -  research & development ,no
492,35,no,travel_rarely,1296,,5,4,technical degree,464,3,male,62,3,3, manufacturing director ,2,single,8095.0,18264,0,no,13,4,0,17,5,3,16,0,13,1988,,no
493,33,yes,travel_rarely,1277,,15,1,medical,2201,2,male,56,3,3, manager ,3,married,0.0,24619,7,,12,4,0,15,2,4,7,7,7,1990,,no
494,40,no,travel_rarely,302,,6,3,life sciences,2202,2,female,75,3,4, manufacturing director ,3,single,0.0,20364,7,no,15,3,0,22,3,3,20,5,13,1983,,no
495,41,no,travel_rarely,427,,10,4,human resources,731,2,male,73,2,5, manager ,4,divorced,0.0,8861,3,no,15,2,3,23,2,2,21,12,6,1982,,no
496,27,no,,975,,7,3,,764,4,female,55,2,2, healthcare representative ,1,,0.0,23398,8,no,19,1,0,0,2,1,7,0,7,1996,,no
497,52,no,travel_rarely,621,,3,4,marketing,2203,3,male,31,2,4, manager ,1,,16856.0,10084,1,,11,1,0,0,3,4,34,1,16,1971,,yes
498,51,no,travel_rarely,1318,,26,4,marketing,851,1,female,66,3,4, manager ,3,married,0.0,5594,2,no,14,3,1,0,2,2,20,4,17,1972,,no
499,47,no,travel_rarely,249,,2,2,marketing,903,3,female,35,3,2, sales executive ,4,,4537.0,17783,0,,22,1,1,8,2,3,7,7,7,1976,,yes
500,50,no,non-travel,881, research & development ,2,4,,905,1,male,98,3,4, manager ,1,divorced,17924.0,4544,1,,11,4,1,31,3,3,31,14,7,1973, manager  -  research & development ,no
501,35,no,travel_rarely,1137, research & development ,21,1,life sciences,942,4,female,51,3,2, healthcare representative ,4,married,4014.0,19170,1,,25,4,1,10,2,1,10,0,7,1988, healthcare representative  -  research & development ,no
502,39,no,travel_rarely,466,,1,1,,1026,4,female,65,2,4, manufacturing director ,4,married,12742.0,7060,1,no,16,3,1,0,3,3,21,11,8,1984,,no
503,39,no,travel_frequently,945,,22,3,medical,2204,4,female,82,3,3, manufacturing director ,1,single,0.0,5083,1,,13,3,0,0,2,3,21,2,8,1984,,no
504,41,no,,509,,7,2,,1085,2,female,43,4,1, research scientist ,3,,3376.0,18863,1,no,13,3,0,0,3,3,10,0,8,1982,,no
505,44,yes,,1376, human resources ,1,2,medical,2205,2,male,91,2,3, human resources ,1,married,10482.0,2326,9,no,14,4,1,24,1,3,20,3,6,1979, human resources  -  human resources ,yes
506,42,no,,469,,2,2,medical,1109,4,male,35,3,4, manager ,1,,0.0,14399,0,no,17,4,1,23,3,3,22,13,7,1981,,no
507,52,no,travel_rarely,994,,7,4,life sciences,1118,2,male,87,3,3, healthcare representative ,2,single,0.0,15322,7,,19,4,0,18,4,0,8,4,0,1971,,yes
508,38,no,,433,,1,3,,1152,3,male,37,4,1, human resources ,3,,0.0,6004,1,no,13,4,1,7,2,4,7,5,0,1985,,no
509,46,no,,991, human resources ,1,2,life sciences,2206,4,female,44,3,1, human resources ,1,,0.0,22957,6,,12,3,0,10,3,4,7,5,7,1977, human resources  -  human resources ,no
510,35,no,,482,,4,4,life sciences,1350,3,male,87,3,2, research scientist ,3,single,4249.0,2690,1,,11,2,0,0,3,3,9,1,1,1988,,no
511,28,no,travel_rarely,1083, research & development ,29,1,life sciences,1514,3,male,96,1,2, manufacturing director ,2,married,6549.0,3173,1,,14,2,2,8,2,2,8,1,7,1995, manufacturing director  -  research & development ,no
512,44,no,,136,,28,3,life sciences,1523,4,male,32,3,4, research director ,1,married,0.0,22074,3,no,13,3,1,0,1,4,20,14,17,1979,,no
513,50,no,,333,,22,5,,1539,3,male,88,1,4, research director ,4,,14411.0,24450,1,,13,4,0,0,2,3,32,13,9,1973,,no
514,55,no,travel_rarely,685,,0,5,marketing,2207,3,male,60,2,5, manager ,4,,19586.0,23037,1,no,21,3,1,36,3,3,36,2,13,1968,,no
515,39,no,,1462, sales ,6,3,,1588,4,male,38,4,3, sales executive ,3,married,8237.0,4658,2,no,11,1,1,11,3,3,7,7,6,1984, sales executive  -  sales ,no
516,49,no,,722, research & development ,0,4,,1617,13,female,84,3,1, laboratory technician ,1,,3211.0,22102,1,,14,4,1,10,3,2,9,1,4,1974, laboratory technician  -  research & development ,no
517,45,no,,0,,28,2,technical degree,1719,4,female,48,2,4, research director ,2,single,16704.0,17119,1,,11,3,0,21,2,3,21,8,6,1978,,no
518,46,no,,1277,,2,3,,2208,3,male,74,3,3, sales executive ,4,,0.0,5596,4,,12,2,1,0,5,2,10,0,3,1977,,no
519,27,no,,1131,,15,3,,1870,4,female,77,2,1, research scientist ,1,married,4774.0,23844,0,no,19,4,1,0,2,0,7,7,3,1996,,no
520,42,no,travel_rarely,300,,2,3,,2031,1,male,56,3,5, manager ,3,married,0.0,17312,5,,11,1,0,24,2,2,22,4,14,1981,,no
521,49,no,,1023, sales ,2,3,,2065,4,male,63,2,2, sales executive ,2,married,0.0,13243,2,,14,4,0,17,3,2,9,0,8,1974, sales executive  -  sales ,no
522,29,no,travel_rarely,153,,15,2,life sciences,15,4,female,49,2,2, laboratory technician ,3,single,0.0,12682,0,yes,12,4,0,10,3,3,9,0,8,1994,,no
523,34,no,non-travel,1065,,0,4,marketing,60,12,male,72,3,2, sales executive ,3,,4568.0,10034,0,no,20,3,0,0,2,3,9,8,7,1989,,no
524,37,no,,1115,,1,4,,2209,1,male,51,2,2, manufacturing director ,3,divorced,5993.0,2689,1,no,18,3,1,0,2,0,7,0,7,1986,,no
525,36,no,,1195,,11,3,,85,2,male,95,2,2, manufacturing director ,2,single,6499.0,22656,1,no,13,3,0,6,3,3,6,0,3,1987,,no
526,45,no,,1316,,29,3,,2210,3,male,83,3,1, research scientist ,4,single,3452.0,9752,5,,13,2,0,9,2,2,6,0,3,1978,,no
527,29,no,travel_rarely,665,,15,3,,346,3,male,60,3,1, research scientist ,4,,0.0,22673,1,no,19,1,0,6,1,3,6,1,5,1994,,no
528,26,no,,1479,,1,3,,384,3,female,84,3,2, manufacturing director ,2,,6397.0,26767,1,no,20,1,1,6,6,1,6,1,4,1997,,no
529,28,no,,304,,9,4,life sciences,498,2,male,92,3,2, sales executive ,4,single,0.0,20750,1,no,16,4,0,0,1,3,7,0,7,1995,,no
530,42,no,travel_frequently,1368,,0,4,technical degree,551,4,female,0,2,2, healthcare representative ,4,married,0.0,4386,0,no,11,4,3,7,4,4,6,0,4,1981,,yes
531,31,no,travel_rarely,828, sales ,2,1,life sciences,604,2,male,77,3,2, sales executive ,4,,0.0,8346,4,yes,13,3,0,10,2,4,6,0,5,1992, sales executive  -  sales ,no
532,37,no,travel_rarely,799,,0,3,,2211,47,female,59,3,3, manufacturing director ,4,single,0.0,23848,4,,17,4,0,0,3,4,6,1,2,1986,,yes
533,37,no,non-travel,142,,9,4,,626,1,male,69,3,3, sales executive ,2,divorced,0.0,24666,1,no,13,4,1,9,6,3,9,7,7,1986,,no
534,37,no,travel_rarely,446,,1,4,life sciences,2212,2,female,65,3,2, manufacturing director ,2,married,0.0,15701,6,,12,2,1,8,2,2,6,4,3,1986,,no
535,24,no,travel_rarely,691,,23,3,medical,2213,2,male,89,4,1, research scientist ,4,,2725.0,21630,1,,11,2,2,0,3,3,6,1,4,1999,,no
536,50,no,,1246,,3,3,,644,1,male,99,3,5, manager ,2,married,0.0,7999,1,no,11,3,1,0,2,3,32,10,7,1973,,no
537,34,no,,254,,1,2,life sciences,649,2,male,83,2,1, research scientist ,4,,3622.0,22794,1,yes,13,4,1,6,3,3,6,1,3,1989,,no
538,27,no,travel_frequently,1410,,3,1,medical,714,4,female,71,4,2, sales executive ,4,,0.0,16673,1,,20,2,2,0,3,3,6,0,4,1996,,no
539,25,no,,883, sales ,0,1,,781,42,female,32,3,2, sales executive ,4,single,6180.0,22807,1,no,23,2,0,6,5,2,6,1,4,1998, sales executive  -  sales ,no
540,34,no,,304, sales ,0,3,other,2214,4,male,60,3,2, sales executive ,4,single,6274.0,18686,1,no,22,3,0,6,5,3,6,1,4,1989, sales executive  -  sales ,yes
