,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,relationship_satisfaction,stock_option_level,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,year_birth,role_department,remote_work
422,29,yes,N/A,337,N/A,14,1,other,1421,3,female,84,3,3, healthcare representative ,4,single,0.0,22930,0,yes,12,1,0,1,3,8,7,7,1994,N/A,no
423,54,no,N/A,971, research & development ,1,3,N/A,1422,4,female,54,3,4, research director ,4,N/A,17328.0,5652,6,N/A,19,4,0,3,2,20,12,7,1969, research director  -  research & development ,no
424,55,no,N/A,1136,N/A,1,4,N/A,1424,2,male,81,4,4, research director ,4,divorced,0.0,12414,2,no,13,4,2,4,4,7,0,0,1968,N/A,no
425,40,no,non-travel,663,N/A,9,4,other,2186,3,male,81,3,2, laboratory technician ,3,N/A,0.0,23099,3,no,11,3,2,2,0,8,0,7,1983,N/A,yes
426,0,no,N/A,326,N/A,8,2,N/A,2187,1,male,31,3,3, sales executive ,4,divorced,10793.0,8386,1,N/A,18,1,1,5,3,13,9,9,1992,N/A,no
427,46,yes,N/A,377,N/A,9,3,marketing,1457,1,male,52,3,3, sales executive ,4,divorced,0.0,15986,4,no,11,1,1,1,4,7,4,3,1977,N/A,yes
428,45,no,travel_rarely,1038,N/A,20,3,medical,1460,2,male,95,1,3, healthcare representative ,1,N/A,10851.0,19863,2,yes,18,2,1,2,3,7,0,7,1978,N/A,no
429,49,no,travel_rarely,1490,N/A,7,4,life sciences,1484,3,male,35,3,3, healthcare representative ,2,divorced,10466.0,20948,3,N/A,14,2,2,3,3,8,0,7,1974,N/A,no
430,29,no,travel_rarely,1246,N/A,19,3,N/A,1497,3,male,77,2,2, sales executive ,3,N/A,0.0,23757,1,N/A,14,3,2,3,3,10,0,4,1994,N/A,no
431,29,yes,N/A,224,N/A,1,4,technical degree,1522,1,male,100,2,1, research scientist ,1,single,2362.0,7568,6,no,13,3,0,2,1,9,0,7,1994,N/A,no
432,29,no,N/A,441,N/A,8,1,other,1544,3,female,39,1,2, healthcare representative ,1,N/A,0.0,7288,3,no,13,3,1,3,3,7,0,7,1994,N/A,no
433,40,no,travel_rarely,898, human resources ,6,2,N/A,2188,3,male,38,3,4, manager ,4,single,0.0,17381,1,yes,21,4,0,2,3,21,7,7,1983, manager  -  human resources ,no
434,48,no,N/A,0, sales ,16,4,life sciences,2189,3,female,96,3,2, sales executive ,3,divorced,6439.0,13693,8,no,14,3,1,2,0,8,7,7,1975, sales executive  -  sales ,no
435,53,yes,N/A,607,N/A,2,5,N/A,1572,3,female,78,2,3, manufacturing director ,4,married,0.0,14618,0,N/A,16,2,1,4,3,33,1,9,1970,N/A,yes
436,44,no,N/A,1313,N/A,7,3,medical,1608,2,female,31,3,5, research director ,4,N/A,0.0,3549,0,yes,14,4,1,4,2,22,1,10,1979,N/A,no
437,45,no,N/A,1015,N/A,5,5,N/A,1611,3,female,50,1,2, laboratory technician ,1,N/A,5769.0,23447,1,N/A,14,1,0,3,3,10,1,4,1978,N/A,no
438,45,no,non-travel,0,N/A,26,3,marketing,1612,1,male,52,2,2, sales executive ,1,N/A,4385.0,24162,1,N/A,15,1,1,2,0,10,4,5,1978,N/A,no
439,34,no,travel_frequently,426,N/A,10,4,N/A,1615,3,male,42,4,2, manufacturing director ,4,N/A,0.0,17000,1,N/A,13,1,1,3,0,9,7,2,1989,N/A,no
440,39,no,N/A,1387, research & development ,10,5,medical,2190,2,male,76,3,2, manufacturing director ,1,N/A,0.0,3835,2,N/A,13,4,3,3,3,7,7,7,1984, manufacturing director  -  research & development ,no
441,27,no,N/A,1302, research & development ,0,3,N/A,1619,36,male,0,2,1, laboratory technician ,1,divorced,4066.0,16290,1,no,11,1,2,3,3,7,0,7,1996, laboratory technician  -  research & development ,yes
442,45,no,travel_rarely,1329,N/A,2,2,N/A,1635,4,female,59,2,2, manufacturing director ,4,divorced,0.0,5388,1,N/A,19,1,2,3,3,10,3,9,1978,N/A,no
443,44,no,N/A,602,N/A,1,5,N/A,1642,1,male,37,3,2, human resources ,4,married,0.0,10503,4,yes,11,3,0,3,3,10,0,2,1979,N/A,no
444,25,no,N/A,772,N/A,2,1,life sciences,1653,4,male,77,4,2, manufacturing director ,3,divorced,5206.0,4973,1,N/A,17,3,2,6,3,7,0,7,1998,N/A,no
445,49,no,N/A,809,N/A,1,3,N/A,2191,3,male,36,3,4, manager ,3,single,0.0,22384,4,N/A,14,1,0,2,3,8,0,0,1974,N/A,no
446,48,yes,travel_frequently,0,N/A,7,2,N/A,1691,4,female,95,3,1, sales representative ,3,N/A,2655.0,11740,2,N/A,11,3,2,3,3,9,7,7,1975,N/A,no
447,26,no,N/A,786,N/A,7,3,medical,1693,4,male,76,3,1, laboratory technician ,4,N/A,2570.0,11925,1,no,20,3,0,5,3,7,5,7,1997,N/A,no
448,44,no,travel_rarely,921,N/A,2,3,life sciences,1703,3,female,96,4,3, healthcare representative ,4,N/A,0.0,14810,1,N/A,19,2,1,2,3,8,6,7,1979,N/A,no
449,36,no,N/A,530,N/A,2,4,N/A,2192,3,female,51,3,2, sales representative ,4,single,4502.0,7439,3,N/A,15,3,0,2,2,13,6,7,1987,N/A,yes
450,46,no,N/A,717, research & development ,13,4,N/A,1727,3,male,34,3,2, healthcare representative ,2,single,0.0,9697,6,no,14,4,0,3,3,10,0,9,1977, healthcare representative  -  research & development ,no
451,35,no,N/A,1370,N/A,27,4,life sciences,1728,4,male,49,3,2, manufacturing director ,3,married,0.0,5151,2,N/A,16,2,1,3,3,7,0,7,1988,N/A,yes
452,30,no,travel_frequently,1312,N/A,2,4,N/A,1745,4,female,78,2,1, research scientist ,1,N/A,4968.0,26427,0,N/A,16,4,0,2,0,9,0,7,1993,N/A,no
453,30,no,N/A,979,N/A,15,2,marketing,1754,3,male,94,2,3, sales executive ,1,N/A,0.0,3088,2,no,11,1,1,2,3,7,1,7,1993,N/A,no
454,33,no,non-travel,1283,N/A,2,3,marketing,1756,4,female,62,3,2, sales executive ,2,N/A,5147.0,10697,8,no,15,4,0,2,2,11,1,7,1990,N/A,no
455,32,no,N/A,953,N/A,5,4,N/A,1764,2,male,65,3,1, research scientist ,2,single,2718.0,17674,2,no,14,2,0,3,3,7,0,7,1991,N/A,no
456,43,no,travel_rarely,244,N/A,2,3,life sciences,1778,2,male,97,3,1, human resources ,4,N/A,3539.0,5033,0,no,13,2,0,5,3,9,1,8,1980,N/A,no
457,31,no,travel_rarely,196,N/A,29,4,marketing,2193,1,female,91,2,2, sales executive ,4,N/A,5468.0,13402,1,N/A,14,1,2,3,3,12,5,7,1992,N/A,no
458,35,yes,N/A,303,N/A,27,3,N/A,1797,3,male,84,3,2, sales executive ,4,N/A,5813.0,13492,1,N/A,18,4,0,2,3,10,7,7,1988,N/A,no
459,35,no,non-travel,1180, research & development ,2,2,medical,1804,2,male,90,3,2, manufacturing director ,4,divorced,0.0,24442,2,no,14,3,1,6,3,7,1,7,1988, manufacturing director  -  research & development ,no
460,30,no,N/A,1092,N/A,10,3,medical,1816,1,female,64,3,3, manufacturing director ,3,single,9667.0,2739,9,no,14,2,0,3,3,7,0,2,1993,N/A,no
461,46,yes,travel_rarely,261,N/A,0,2,medical,1821,4,female,66,3,2, healthcare representative ,2,married,0.0,10842,4,no,22,4,1,2,4,9,3,7,1977,N/A,no
462,45,no,non-travel,589,N/A,2,4,N/A,2194,3,female,67,3,2, sales executive ,3,married,5154.0,19665,4,N/A,22,2,2,3,4,8,5,7,1978,N/A,no
463,43,no,travel_frequently,1422,N/A,2,4,life sciences,1849,1,male,92,3,2, sales executive ,4,married,5675.0,19246,1,N/A,20,3,1,5,3,7,7,7,1980,N/A,no
464,46,yes,N/A,0,N/A,10,3,life sciences,1869,3,female,64,3,3, sales executive ,2,N/A,7314.0,14011,5,N/A,21,3,3,2,3,8,0,7,1977,N/A,no
465,40,no,travel_rarely,1137, research & development ,1,4,N/A,2195,1,male,98,3,4, manager ,1,N/A,0.0,18991,2,N/A,11,1,1,3,0,19,11,16,1983, manager  -  research & development ,no
466,27,no,travel_rarely,511, sales ,2,2,N/A,1898,1,female,89,4,2, sales executive ,3,single,0.0,26997,0,no,14,2,0,5,2,8,0,7,1996, sales executive  -  sales ,no
467,42,no,N/A,1396,N/A,6,3,medical,1911,3,male,83,3,3, research director ,1,married,0.0,14842,9,no,13,2,1,3,4,13,5,7,1981,N/A,no
468,26,no,travel_frequently,1096,N/A,6,3,other,2196,3,male,61,4,1, laboratory technician ,4,married,0.0,7102,0,no,18,1,1,3,3,7,7,7,1997,N/A,no
469,28,no,travel_frequently,0,N/A,1,2,life sciences,1927,3,male,42,2,2, sales executive ,4,married,0.0,19255,1,N/A,12,3,1,2,3,7,0,7,1995,N/A,no
470,47,no,N/A,1169,N/A,14,4,N/A,1934,3,male,64,3,2, research scientist ,2,married,0.0,2125,8,N/A,18,3,1,4,4,8,1,7,1976,N/A,no
471,34,no,travel_rarely,1239,N/A,13,4,medical,1951,4,male,39,3,3, sales executive ,3,divorced,0.0,22914,1,no,18,3,1,2,2,8,1,1,1989,N/A,no
472,26,no,N/A,157, research & development ,1,3,medical,1952,3,male,95,3,1, laboratory technician ,1,single,0.0,20006,0,no,13,4,0,6,0,7,7,6,1997, laboratory technician  -  research & development ,no
473,27,no,travel_rarely,954,N/A,9,3,N/A,1965,4,male,44,3,2, sales executive ,4,N/A,0.0,5099,1,N/A,14,1,0,5,0,7,0,7,1996,N/A,no
474,31,yes,travel_frequently,754, sales ,26,4,marketing,1967,1,male,63,3,2, sales executive ,4,N/A,0.0,21075,1,yes,11,3,0,4,3,10,0,8,1992, sales executive  -  sales ,yes
475,33,no,travel_frequently,1303,N/A,7,2,life sciences,2197,4,male,0,3,2, healthcare representative ,3,divorced,0.0,18079,1,N/A,20,3,3,2,3,9,2,8,1990,N/A,yes
476,31,no,N/A,697,N/A,10,3,N/A,1979,3,female,40,3,3, research director ,3,married,0.0,26862,4,no,20,3,1,2,4,11,4,8,1992,N/A,no
477,35,no,N/A,1395,N/A,9,4,medical,2008,2,male,48,3,2, research scientist ,3,N/A,5098.0,18698,1,no,19,2,0,5,3,10,0,8,1988,N/A,no
478,33,no,travel_rarely,501,N/A,15,2,N/A,2009,2,female,95,3,2, healthcare representative ,4,married,0.0,21653,0,yes,13,1,1,6,3,9,8,1,1990,N/A,yes
479,39,no,travel_rarely,116,N/A,24,1,life sciences,2014,1,male,52,3,2, research scientist ,4,single,0.0,5340,7,no,13,1,0,2,3,7,1,7,1984,N/A,no
480,36,no,travel_rarely,557,N/A,0,3,N/A,2198,46,female,94,2,3, sales executive ,4,married,0.0,12695,0,no,19,3,2,2,3,9,3,4,1987,N/A,yes
481,41,no,travel_rarely,582,N/A,28,4,life sciences,2034,1,female,60,2,4, manufacturing director ,2,married,13570.0,5640,0,no,23,3,1,3,3,20,0,10,1982,N/A,yes
482,34,no,N/A,704, sales ,28,3,marketing,2035,4,female,95,2,2, sales executive ,3,married,6712.0,8978,1,no,21,4,2,2,3,8,1,7,1989, sales executive  -  sales ,no
483,38,no,travel_rarely,0,N/A,10,2,N/A,2199,1,female,100,3,2, sales executive ,4,married,0.0,5982,1,no,11,3,1,1,3,10,1,9,1985,N/A,no
484,39,no,travel_rarely,613,N/A,6,1,N/A,2062,4,male,42,2,3, healthcare representative ,1,N/A,9991.0,21457,4,N/A,15,1,1,5,3,7,1,7,1984,N/A,no
485,34,no,travel_rarely,419,N/A,7,4,N/A,28,1,female,53,3,3, research director ,2,single,0.0,21293,0,no,11,3,0,4,3,12,2,11,1989,N/A,no
486,44,no,travel_rarely,477,N/A,7,4,medical,2200,1,female,42,2,3, healthcare representative ,4,married,10248.0,2094,3,N/A,14,4,1,4,3,22,5,17,1979,N/A,no
487,46,no,N/A,1211,N/A,5,4,N/A,62,1,male,98,3,2, sales executive ,4,single,0.0,20445,4,N/A,21,3,0,4,3,9,0,8,1977,N/A,yes
488,41,no,travel_frequently,857, research & development ,10,3,life sciences,199,4,male,91,2,4, manager ,1,divorced,0.0,12888,4,N/A,13,2,1,2,2,7,7,7,1982, manager  -  research & development ,no
489,39,no,N/A,505, research & development ,2,4,N/A,343,3,female,64,3,3, healthcare representative ,3,single,10938.0,6420,0,no,25,4,0,1,3,19,11,8,1984, healthcare representative  -  research & development ,no
490,42,no,travel_rarely,269,N/A,2,3,medical,351,4,female,56,2,1, laboratory technician ,1,divorced,2593.0,8007,0,yes,11,3,1,4,3,9,7,8,1981,N/A,no
491,33,no,travel_frequently,553, research & development ,5,4,N/A,428,4,female,74,3,3, manager ,2,married,11878.0,23364,6,N/A,11,2,2,2,3,10,8,8,1990, manager  -  research & development ,no
492,35,no,travel_rarely,1296,N/A,5,4,technical degree,464,3,male,62,3,3, manufacturing director ,2,single,8095.0,18264,0,no,13,4,0,5,3,16,0,13,1988,N/A,no
493,33,yes,travel_rarely,1277,N/A,15,1,medical,2201,2,male,56,3,3, manager ,3,married,0.0,24619,7,N/A,12,4,0,2,4,7,7,7,1990,N/A,no
494,40,no,travel_rarely,302,N/A,6,3,life sciences,2202,2,female,75,3,4, manufacturing director ,3,single,0.0,20364,7,no,15,3,0,3,3,20,5,13,1983,N/A,no
495,41,no,travel_rarely,427,N/A,10,4,human resources,731,2,male,73,2,5, manager ,4,divorced,0.0,8861,3,no,15,2,3,2,2,21,12,6,1982,N/A,no
496,27,no,N/A,975,N/A,7,3,N/A,764,4,female,55,2,2, healthcare representative ,1,N/A,0.0,23398,8,no,19,1,0,2,1,7,0,7,1996,N/A,no
497,52,no,travel_rarely,621,N/A,3,4,marketing,2203,3,male,31,2,4, manager ,1,N/A,16856.0,10084,1,N/A,11,1,0,3,4,34,1,16,1971,N/A,yes
498,51,no,travel_rarely,1318,N/A,26,4,marketing,851,1,female,66,3,4, manager ,3,married,0.0,5594,2,no,14,3,1,2,2,20,4,17,1972,N/A,no
499,47,no,travel_rarely,249,N/A,2,2,marketing,903,3,female,35,3,2, sales executive ,4,N/A,4537.0,17783,0,N/A,22,1,1,2,3,7,7,7,1976,N/A,yes
500,50,no,non-travel,881, research & development ,2,4,N/A,905,1,male,98,3,4, manager ,1,divorced,17924.0,4544,1,N/A,11,4,1,3,3,31,14,7,1973, manager  -  research & development ,no
501,35,no,travel_rarely,1137, research & development ,21,1,life sciences,942,4,female,51,3,2, healthcare representative ,4,married,4014.0,19170,1,N/A,25,4,1,2,1,10,0,7,1988, healthcare representative  -  research & development ,no
502,39,no,travel_rarely,466,N/A,1,1,N/A,1026,4,female,65,2,4, manufacturing director ,4,married,12742.0,7060,1,no,16,3,1,3,3,21,11,8,1984,N/A,no
503,39,no,travel_frequently,945,N/A,22,3,medical,2204,4,female,82,3,3, manufacturing director ,1,single,0.0,5083,1,N/A,13,3,0,2,3,21,2,8,1984,N/A,no
504,41,no,N/A,509,N/A,7,2,N/A,1085,2,female,43,4,1, research scientist ,3,N/A,3376.0,18863,1,no,13,3,0,3,3,10,0,8,1982,N/A,no
505,44,yes,N/A,1376, human resources ,1,2,medical,2205,2,male,91,2,3, human resources ,1,married,10482.0,2326,9,no,14,4,1,1,3,20,3,6,1979, human resources  -  human resources ,yes
506,42,no,N/A,469,N/A,2,2,medical,1109,4,male,35,3,4, manager ,1,N/A,0.0,14399,0,no,17,4,1,3,3,22,13,7,1981,N/A,no
507,52,no,travel_rarely,994,N/A,7,4,life sciences,1118,2,male,87,3,3, healthcare representative ,2,single,0.0,15322,7,N/A,19,4,0,4,0,8,4,0,1971,N/A,yes
508,38,no,N/A,433,N/A,1,3,N/A,1152,3,male,37,4,1, human resources ,3,N/A,0.0,6004,1,no,13,4,1,2,4,7,5,0,1985,N/A,no
509,46,no,N/A,991, human resources ,1,2,life sciences,2206,4,female,44,3,1, human resources ,1,N/A,0.0,22957,6,N/A,12,3,0,3,4,7,5,7,1977, human resources  -  human resources ,no
510,35,no,N/A,482,N/A,4,4,life sciences,1350,3,male,87,3,2, research scientist ,3,single,4249.0,2690,1,N/A,11,2,0,3,3,9,1,1,1988,N/A,no
511,28,no,travel_rarely,1083, research & development ,29,1,life sciences,1514,3,male,96,1,2, manufacturing director ,2,married,6549.0,3173,1,N/A,14,2,2,2,2,8,1,7,1995, manufacturing director  -  research & development ,no
512,44,no,N/A,136,N/A,28,3,life sciences,1523,4,male,32,3,4, research director ,1,married,0.0,22074,3,no,13,3,1,1,4,20,14,17,1979,N/A,no
513,50,no,N/A,333,N/A,22,5,N/A,1539,3,male,88,1,4, research director ,4,N/A,14411.0,24450,1,N/A,13,4,0,2,3,32,13,9,1973,N/A,no
514,55,no,travel_rarely,685,N/A,0,5,marketing,2207,3,male,60,2,5, manager ,4,N/A,19586.0,23037,1,no,21,3,1,3,3,36,2,13,1968,N/A,no
515,39,no,N/A,1462, sales ,6,3,N/A,1588,4,male,38,4,3, sales executive ,3,married,8237.0,4658,2,no,11,1,1,3,3,7,7,6,1984, sales executive  -  sales ,no
516,49,no,N/A,722, research & development ,0,4,N/A,1617,13,female,84,3,1, laboratory technician ,1,N/A,3211.0,22102,1,N/A,14,4,1,3,2,9,1,4,1974, laboratory technician  -  research & development ,no
517,45,no,N/A,0,N/A,28,2,technical degree,1719,4,female,48,2,4, research director ,2,single,16704.0,17119,1,N/A,11,3,0,2,3,21,8,6,1978,N/A,no
518,46,no,N/A,1277,N/A,2,3,N/A,2208,3,male,74,3,3, sales executive ,4,N/A,0.0,5596,4,N/A,12,2,1,5,2,10,0,3,1977,N/A,no
519,27,no,N/A,1131,N/A,15,3,N/A,1870,4,female,77,2,1, research scientist ,1,married,4774.0,23844,0,no,19,4,1,2,0,7,7,3,1996,N/A,no
520,42,no,travel_rarely,300,N/A,2,3,N/A,2031,1,male,56,3,5, manager ,3,married,0.0,17312,5,N/A,11,1,0,2,2,22,4,14,1981,N/A,no
521,49,no,N/A,1023, sales ,2,3,N/A,2065,4,male,63,2,2, sales executive ,2,married,0.0,13243,2,N/A,14,4,0,3,2,9,0,8,1974, sales executive  -  sales ,no
522,29,no,travel_rarely,153,N/A,15,2,life sciences,15,4,female,49,2,2, laboratory technician ,3,single,0.0,12682,0,yes,12,4,0,3,3,9,0,8,1994,N/A,no
523,34,no,non-travel,1065,N/A,0,4,marketing,60,12,male,72,3,2, sales executive ,3,N/A,4568.0,10034,0,no,20,3,0,2,3,9,8,7,1989,N/A,no
524,37,no,N/A,1115,N/A,1,4,N/A,2209,1,male,51,2,2, manufacturing director ,3,divorced,5993.0,2689,1,no,18,3,1,2,0,7,0,7,1986,N/A,no
525,36,no,N/A,1195,N/A,11,3,N/A,85,2,male,95,2,2, manufacturing director ,2,single,6499.0,22656,1,no,13,3,0,3,3,6,0,3,1987,N/A,no
526,45,no,N/A,1316,N/A,29,3,N/A,2210,3,male,83,3,1, research scientist ,4,single,3452.0,9752,5,N/A,13,2,0,2,2,6,0,3,1978,N/A,no
527,29,no,travel_rarely,665,N/A,15,3,N/A,346,3,male,60,3,1, research scientist ,4,N/A,0.0,22673,1,no,19,1,0,1,3,6,1,5,1994,N/A,no
528,26,no,N/A,1479,N/A,1,3,N/A,384,3,female,84,3,2, manufacturing director ,2,N/A,6397.0,26767,1,no,20,1,1,6,1,6,1,4,1997,N/A,no
529,28,no,N/A,304,N/A,9,4,life sciences,498,2,male,92,3,2, sales executive ,4,single,0.0,20750,1,no,16,4,0,1,3,7,0,7,1995,N/A,no
530,42,no,travel_frequently,1368,N/A,0,4,technical degree,551,4,female,0,2,2, healthcare representative ,4,married,0.0,4386,0,no,11,4,3,4,4,6,0,4,1981,N/A,yes
531,31,no,travel_rarely,828, sales ,2,1,life sciences,604,2,male,77,3,2, sales executive ,4,N/A,0.0,8346,4,yes,13,3,0,2,4,6,0,5,1992, sales executive  -  sales ,no
532,37,no,travel_rarely,799,N/A,0,3,N/A,2211,47,female,59,3,3, manufacturing director ,4,single,0.0,23848,4,N/A,17,4,0,3,4,6,1,2,1986,N/A,yes
533,37,no,non-travel,142,N/A,9,4,N/A,626,1,male,69,3,3, sales executive ,2,divorced,0.0,24666,1,no,13,4,1,6,3,9,7,7,1986,N/A,no
534,37,no,travel_rarely,446,N/A,1,4,life sciences,2212,2,female,65,3,2, manufacturing director ,2,married,0.0,15701,6,N/A,12,2,1,2,2,6,4,3,1986,N/A,no
535,24,no,travel_rarely,691,N/A,23,3,medical,2213,2,male,89,4,1, research scientist ,4,N/A,2725.0,21630,1,N/A,11,2,2,3,3,6,1,4,1999,N/A,no
536,50,no,N/A,1246,N/A,3,3,N/A,644,1,male,99,3,5, manager ,2,married,0.0,7999,1,no,11,3,1,2,3,32,10,7,1973,N/A,no
537,34,no,N/A,254,N/A,1,2,life sciences,649,2,male,83,2,1, research scientist ,4,N/A,3622.0,22794,1,yes,13,4,1,3,3,6,1,3,1989,N/A,no
538,27,no,travel_frequently,1410,N/A,3,1,medical,714,4,female,71,4,2, sales executive ,4,N/A,0.0,16673,1,N/A,20,2,2,3,3,6,0,4,1996,N/A,no
539,25,no,N/A,883, sales ,0,1,N/A,781,42,female,32,3,2, sales executive ,4,single,6180.0,22807,1,no,23,2,0,5,2,6,1,4,1998, sales executive  -  sales ,no
540,34,no,N/A,304, sales ,0,3,other,2214,4,male,60,3,2, sales executive ,4,single,6274.0,18686,1,no,22,3,0,5,3,6,1,4,1989, sales executive  -  sales ,yes
541,34,no,N/A,121, research & development ,2,4,N/A,804,3,female,86,2,1, research scientist ,1,N/A,4381.0,7530,1,N/A,11,3,0,3,3,6,1,3,1989, research scientist  -  research & development ,no
542,35,no,N/A,950,N/A,7,3,other,2215,3,male,59,3,3, manufacturing director ,3,single,0.0,18869,3,no,21,2,0,3,4,8,1,6,1988,N/A,no
543,35,no,N/A,1343,N/A,0,1,medical,856,16,female,53,2,1, research scientist ,1,N/A,2559.0,17852,1,N/A,11,4,0,3,2,6,1,1,1988,N/A,no
544,33,no,N/A,827, research & development ,1,4,N/A,998,3,female,84,4,2, healthcare representative ,2,married,5488.0,20161,1,yes,13,1,1,2,3,6,1,2,1990, healthcare representative  -  research & development ,no
545,29,no,N/A,1107,N/A,28,4,life sciences,1120,3,female,93,3,1, research scientist ,4,divorced,2514.0,26968,4,no,22,1,1,1,3,7,1,7,1994,N/A,no
546,29,no,travel_frequently,490, research & development ,10,3,N/A,1143,4,female,61,3,1, research scientist ,2,divorced,0.0,17940,0,no,14,4,2,2,2,7,1,1,1994, research scientist  -  research & development ,no
547,34,no,N/A,1400,N/A,9,1,life sciences,2216,2,female,70,3,2, sales executive ,3,married,0.0,5829,1,N/A,20,1,0,3,2,6,1,3,1989,N/A,no
548,28,no,travel_rarely,1179,N/A,19,4,medical,2217,4,male,78,2,1, laboratory technician ,1,married,3196.0,12449,1,N/A,12,3,3,2,3,6,3,3,1995,N/A,no
549,44,no,N/A,1117,N/A,2,1,life sciences,2218,1,female,72,4,1, research scientist ,4,married,0.0,19982,1,N/A,13,4,1,5,3,10,7,7,1979,N/A,no
550,31,no,travel_rarely,1332, research & development ,11,2,N/A,1251,3,male,80,3,2, healthcare representative ,1,married,0.0,17089,1,yes,12,4,0,2,2,6,0,1,1992, healthcare representative  -  research & development ,no
551,26,no,N/A,583, research & development ,4,2,life sciences,2219,3,male,53,3,1, research scientist ,4,N/A,0.0,9973,1,yes,20,2,0,2,2,8,2,2,1997, research scientist  -  research & development ,no
552,47,no,travel_rarely,465,N/A,1,3,N/A,1438,1,male,74,3,1, research scientist ,4,N/A,3420.0,10205,7,no,12,3,1,2,2,6,1,2,1976,N/A,no
553,37,no,N/A,1413, research & development ,5,2,N/A,2220,3,male,84,4,1, laboratory technician ,3,single,0.0,25470,0,no,14,1,0,2,1,6,1,3,1986, laboratory technician  -  research & development ,no
554,32,no,N/A,1200,N/A,1,4,N/A,1574,4,male,0,3,2, research scientist ,1,married,4087.0,25174,4,N/A,14,2,1,3,2,6,1,2,1991,N/A,no
555,32,no,N/A,977,N/A,2,3,medical,1671,4,male,45,3,2, research scientist ,2,divorced,0.0,25518,0,no,13,3,2,4,2,9,1,6,1991,N/A,no
556,33,no,non-travel,530,N/A,16,3,life sciences,2221,3,female,36,3,2, sales executive ,4,N/A,5368.0,16130,1,yes,25,3,1,2,3,6,1,2,1990,N/A,no
557,47,yes,N/A,1093, sales ,9,3,N/A,2222,3,male,82,1,4, sales executive ,3,married,12936.0,24164,7,no,11,3,0,3,1,23,14,10,1976, sales executive  -  sales ,yes
558,41,yes,N/A,1102,N/A,1,2,N/A,2223,2,female,94,3,2, sales executive ,4,N/A,0.0,19479,8,yes,11,1,0,0,1,6,0,5,1982,N/A,no
559,35,no,travel_rarely,809, research & development ,16,3,medical,2224,1,male,84,4,1, laboratory technician ,2,married,0.0,16479,0,N/A,13,3,1,5,3,5,0,3,1988, laboratory technician  -  research & development ,no
560,29,no,travel_rarely,1328,N/A,2,3,life sciences,94,3,male,76,3,1, research scientist ,2,married,0.0,4956,0,no,23,4,1,3,3,5,0,4,1994,N/A,no
561,32,no,travel_rarely,548,N/A,1,3,life sciences,2225,2,male,66,3,2, research scientist ,2,N/A,0.0,7346,1,no,17,2,2,3,3,10,0,9,1991,N/A,no
562,35,no,travel_rarely,1214,N/A,1,3,medical,2226,2,male,30,2,1, research scientist ,3,single,0.0,26278,1,no,18,1,0,3,3,6,0,4,1988,N/A,no
563,56,no,N/A,0,N/A,0,3,N/A,112,4,male,0,1,3, manufacturing director ,4,N/A,0.0,21698,4,no,11,1,0,3,2,6,0,2,1967,N/A,no
564,28,no,N/A,120,N/A,4,3,medical,129,2,male,43,3,2, sales executive ,3,N/A,4221.0,8863,1,N/A,15,2,0,3,4,5,0,4,1995,N/A,yes
565,25,yes,travel_rarely,240,N/A,5,3,N/A,142,3,male,46,2,2, sales executive ,3,single,0.0,26959,1,yes,11,4,0,1,3,6,0,3,1998,N/A,yes
566,56,yes,N/A,441,N/A,14,4,life sciences,161,2,female,72,3,1, research scientist ,2,N/A,4963.0,4510,9,N/A,18,1,3,2,3,5,4,3,1967,N/A,yes
567,26,no,N/A,841, research & development ,6,3,N/A,164,3,female,46,2,1, research scientist ,2,married,0.0,23300,1,N/A,19,3,0,3,2,5,4,3,1997, research scientist  -  research & development ,no
568,32,yes,N/A,1033,N/A,9,3,medical,190,1,female,41,3,1, laboratory technician ,1,N/A,4200.0,10224,7,no,22,1,0,2,4,5,0,4,1991,N/A,no
569,30,no,travel_rarely,0,N/A,18,3,life sciences,194,1,female,75,3,1, research scientist ,3,single,0.0,23910,1,no,14,3,0,4,2,5,0,4,1993,N/A,no
570,50,no,travel_rarely,1452,N/A,11,3,N/A,226,3,female,53,3,5, manager ,2,N/A,0.0,17053,3,N/A,15,2,0,5,3,5,4,4,1973,N/A,no
571,32,no,N/A,120,N/A,6,5,life sciences,231,3,male,43,3,1, research scientist ,3,N/A,0.0,12430,3,no,20,1,0,2,0,5,1,4,1991,N/A,no
572,45,no,travel_rarely,1268,N/A,4,2,N/A,240,3,female,30,3,2, sales executive ,1,N/A,5006.0,6319,4,N/A,11,1,1,3,4,5,0,3,1978,N/A,no
573,43,no,N/A,0,N/A,7,3,N/A,262,4,male,37,4,1, research scientist ,4,divorced,0.0,5228,4,no,14,4,3,3,4,5,2,2,1980,N/A,no
574,29,yes,N/A,121,N/A,27,3,marketing,283,2,female,35,3,3, sales executive ,4,married,7639.0,24525,1,N/A,22,4,3,3,2,10,1,9,1994,N/A,yes
575,31,no,non-travel,0, research & development ,1,4,medical,308,3,male,90,1,2, manufacturing director ,3,N/A,0.0,4381,0,N/A,12,4,1,2,3,5,1,4,1992, manufacturing director  -  research & development ,yes
